Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude
Apex Multispeciality Hospital Taloja,NAVI MUMBAI,MAHARASHTRA,3.8,56.0,"33GR+4G Navi Mumbai, Maharashtra",19.0753125,73.0913125
Sunshine Hospital,NAVI MUMBAI,MAHARASHTRA,4.5,37.0,"22P5+GV Navi Mumbai, Maharashtra",19.0363125,73.0096875
Apple Hospital,NAVI MUMBAI,MAHARASHTRA,3.1,268.0,"4XVW+Q3 Navi Mumbai, Maharashtra",19.1444375,72.9951875
Avadhoot Hospital And Iccu,Navi Mumbai,MAHARASHTRA,3.0,145.0,"5X5V+W2 Navi Mumbai, Maharashtra",19.1598125,72.9925625
"B And J Superspeciality Hospital And 
Research Center",NAVI MUMBAI,MAHARASHTRA,4.7,1062.0,"23FR+GG Navi Mumbai, Maharashtra",19.0238125,73.0913125
Carepoint Hospital,NAVI MUMBAI,MAHARASHTRA,,,,,
Dhanvantari Hospital (Ulhasnagar),NAVI MUMBAI,MAHARASHTRA,3.3,58.0,"6577+8M Ulhasnagar, Maharashtra",19.2133125,73.1641875
Dr RN Patils Suraj Hospital (Sanpada),NAVI MUMBAI,MAHARASHTRA,4.4,709.0,"3264+G6 Navi Mumbai, Maharashtra",19.0613125,73.0055625
Dr Ajayan Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,3.7,179.0,"4225+5P Navi Mumbai, Maharashtra",19.1004375,73.0093125
"Dr. Yewale Multispeciality Hospital For 
Children",Navi Mumbai,MAHARASHTRA,4.1,230.0,"3XJW+PJ Navi Mumbai, Maharashtra",19.0818125,72.9965625
"Dr.Choudhary Stone Clinic & 
Multispeciality Hospital & ICU",NAVI MUMBAI,MAHARASHTRA,4.9,380.0,"3XMX+2X Navi Mumbai, Maharashtra",19.0825625,72.9999375
"Dr.Singh'S City Hospital And Medical 
Research Centre Pvt Ltd",Navi Mumbai,MAHARASHTRA,4.7,521.0,"23HW+8M Navi Mumbai, Maharashtra",,
Guruprem Hospital,Navi Mumbai,MAHARASHTRA,4.9,20.0,"5X2X+CM Navi Mumbai, Maharashtra",19.1510625,72.9991875
Indravati Hospitaland Research Centre,Navi Mumbai,MAHARASHTRA,4.5,1967.0,"5X4X+P5 Navi Mumbai, Maharashtra",19.1568125,72.9979375
Jeevan Jyoti Multispecialty Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,456.0,"237V+9W Navi Mumbai, Maharashtra",19.0134375,73.0948125
Lions Service Centre Hospital,Navi Mumbai,MAHARASHTRA,4.7,1777.0,,,
Mauli Accident And General Hospital,NAVI MUMBAI,MAHARASHTRA,3.9,11.0,"238Q+FH Navi Mumbai, Maharashtra",,
Mody Hospital And I.C.C.U ( Airoli ),NAVI MUMBAI,MAHARASHTRA,4.2,191.0,"5X6X+CG Navi Mumbai, Maharashtra",19.1610625,72.9988125
New Milliennium Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.4,419.0,"3267+QM Navi Mumbai, Maharashtra",19.0619375,73.0141875
Neway Hospital,Navi Mumbai,MAHARASHTRA,2.9,27.0,"3267+4M Navi Mumbai, Maharashtra",19.0619375,73.0141875
Orchid Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,71.0,"4XXV+Q7 Navi Mumbai, Maharashtra",19.1494375,72.9931875
"Pkc Hospital And Medical Research 
Centre.",Navi Mumbai,MAHARASHTRA,3.9,398.0,"32J3+66 Navi Mumbai, Maharashtra",19.0805625,73.0030625
Rajpal Hospital And Institute,Navi Mumbai,MAHARASHTRA,3.9,47.0,"32X4+RF Mumbai, Maharashtra",,
Shree Sai Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,335.0,"23CR+QM Navi Mumbai, Maharashtra",19.0219375,73.0916875
Sunrise Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.3,209.0,"238P+PJ Navi Mumbai, Maharashtra",19.0168125,73.0865625
Suyash Hospital(Navi Mumbai),NAVI MUMBAI,MAHARASHTRA,2.7,129.0,"2298+VF Navi Mumbai, Maharashtra",19.0196875,73.0161875
Vedaant Multispeciality Hospital,Navi Mumbai,MAHARASHTRA,4.2,224.0,,,
Yashoda Maternity And General Hospital,Navi Mumbai,MAHARASHTRA,3.7,53.0,"237W+56 Navi Mumbai, Maharashtra",19.0129375,73.0955625
Sai Jyot Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,1280.0,"4252+QQ Navi Mumbai, Maharashtra",19.1094375,73.0019375
Tej Vedaant Hospitals,NAVI MUMBAI,MAHARASHTRA,4.2,224.0,,,
Siddharth Hospital,NAVI MUMBAI,MAHARASHTRA,4.0,3.0,,,
Purnima Hospital,NAVI MUMBAI,MAHARASHTRA,3.3,34.0,"6VP6+J7 Mumbai, Maharashtra",19.2365625,72.8606875
Acharya Shri Nanesh Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,538.0,"22MR+8F Navi Mumbai, Maharashtra",19.0333125,73.0411875
Swami Krupa Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,62.0,"239R+G2 Navi Mumbai, Maharashtra",19.0188125,73.0900625
New Bombay Hospital,NAVI MUMBAI,MAHARASHTRA,4.2,61.0,"5X6V+8C Navi Mumbai, Maharashtra",19.1608125,72.9935625
Sadguru Hospital(Ghansoli),NAVI MUMBAI,MAHARASHTRA,,,,,
Sai Snehdeep Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,1567.0,"4252+CP Navi Mumbai, Maharashtra",19.1085625,73.0018125
Panvel Hospital,NAVI MUMBAI,MAHARASHTRA,3.9,85.0,"X4M5+68 Navi Mumbai, Maharashtra",18.9830625,73.1083125
Shree Hospital (Pune),PUNE,MAHARASHTRA,3.3,414.0,"HW2R+HF Pune, Maharashtra",18.5514375,73.9411875
Aditya Birla Memorial Hospital,PUNE,MAHARASHTRA,4.0,5383.0,"JQGF+7W Pimpri-Chinchwad, Maharashtra",18.6256875,73.7748125
Sangamnerkar Hospitals,PUNE,MAHARASHTRA,5.0,1.0,"GR3V+8V Pune, Maharashtra",18.5033125,73.8446875
Karne Hospital Pvt Ltd,PUNE,MAHARASHTRA,4.6,319.0,"FVW5+59 Pune, Maharashtra",18.4954375,73.8584375
Sanjeevani Nursing Hospital,PUNE,MAHARASHTRA,4.0,6.0,"FVF4+M8 Pune, Maharashtra",18.4741875,73.8558125
Amrut Hospital,PUNE,MAHARASHTRA,3.9,34.0,"JR52+XM Pune, Maharashtra",18.6099375,73.8016875
Lifeline Hospital,PUNE,MAHARASHTRA,3.7,392.0,"HXMQ+2Q Pune, Maharashtra",18.5825625,73.9894375
Omkar Accident Hospital,PUNE,MAHARASHTRA,4.3,18.0,,,
"Sai Sneh Hospital And Diagnostic Centre 
Pvt Ltd",Pune,MAHARASHTRA,4.5,206.0,"CVW5+MQ Pune, Maharashtra",18.4466875,73.8594375
Saidham Hospital,PUNE,MAHARASHTRA,,,,,
Sahyadri Hospital (Bibwewadi),PUNE,MAHARASHTRA,,,,,
Goldrush Hospital,PUNE,MAHARASHTRA,,,,,
Columbia Asia Hospital,PUNE,MAHARASHTRA,,,,,
Kohakade Hospital,PUNE,MAHARASHTRA,3.7,184.0,"HW7J+4Q Pune, Maharashtra",18.5628125,73.9319375
Pioneer Hospital,PUNE,MAHARASHTRA,,,,,
Max Neuro Hospital Pvt Ltd,PUNE,MAHARASHTRA,,,,,
Bharati Hospital And Research Centre,PUNE,MAHARASHTRA,4.5,96.0,,,
"Dr Makan Surgical Maternity and 
Accident Hospital",PUNE,MAHARASHTRA,2.7,10.0,,,
Om Hospital Pune,PUNE,MAHARASHTRA,4.3,238.0,"GRHJ+M7 Pune, Maharashtra",18.5291875,73.8306875
Samarth Hospital,PUNE,MAHARASHTRA,4.3,18.0,"GV96+VW Pune, Maharashtra",18.5196875,73.8623125
Rising Medicare Hospital,PUNE,MAHARASHTRA,4.6,1966.0,"HW3Q+GP Pune, Maharashtra",,
"Dr Madrewars Chest And General 
Hospital",PUNE,MAHARASHTRA,,,,,
Pataskar Hospital,PUNE,MAHARASHTRA,4.7,207.0,"JVW2+92 Pune, Maharashtra",18.6459375,73.8500625
Aims Hospital And Research Center,PUNE,MAHARASHTRA,4.1,239.0,,,
Aadhar Hospital Multispeciality And Icu,Pune,MAHARASHTRA,4.1,194.0,,,
Aarogyam Multispeciality Hospital,PUNE,MAHARASHTRA,,,,,
Amrut Hospitaland Research Centre,PUNE,MAHARASHTRA,4.9,280.0,"MWH2+7R Pune, Maharashtra",18.6781875,73.9020625
Anand Hospital Chakan,PUNE,MAHARASHTRA,4.8,300.0,"QV67+H2 Chakan, Maharashtra",18.7614375,73.8625625
Anand Hospital (Pune),Pune,MAHARASHTRA,4.8,66.0,"FQJX+9X Pune, Maharashtra",18.4809375,73.7999375
Ankur Multispeciality Hospital-Pune,PUNE,MAHARASHTRA,4.1,83.0,"GWMR+54 Pune, Maharashtra",18.5329375,73.9403125
Astha Hospital (Pcmc),PUNE,MAHARASHTRA,4.7,504.0,"MR75+GM Pimpri-Chinchwad, Maharashtra",18.6638125,73.8091875
Care Multispeciality Hospital,PUNE,MAHARASHTRA,4.4,654.0,"HXJM+GX Pune, Maharashtra",18.5813125,73.9849375
Chaitanya Superspeciality Hospital,Pune,MAHARASHTRA,4.6,870.0,"JQMQ+MC Pimpri-Chinchwad, Maharashtra",18.6341875,73.7885625
Chavan Hospital,PUNE,MAHARASHTRA,4.1,290.0,"JRM8+7M Pimpri-Chinchwad, Maharashtra",18.6331875,73.8166875
Columbia Asia Hospital Pvt Ltd,Pune,MAHARASHTRA,5.0,3.0,,,
Deenanath Mangeshkar Hospital,PUNE,MAHARASHTRA,3.9,2614.0,"GR2M+P3 Pune, Maharashtra",18.5018125,73.8326875
Deendayal Memorial Hospital,PUNE,MAHARASHTRA,3.5,72.0,"GRGR+2F Pune, Maharashtra",18.5250625,73.8411875
Dr Khade Superspeciality Hospital-Pune,PUNE,MAHARASHTRA,4.9,255.0,"QV36+G4 Chakan, Maharashtra",18.7538125,73.8603125
Golden Care Hospital,Pune,MAHARASHTRA,4.4,672.0,"JP2X+R3 Pimpri-Chinchwad, Maharashtra",18.6020625,73.7476875
Hardikar Hospital,Pune,MAHARASHTRA,4.5,1060.0,"GRJW+5X Pune, Maharashtra",18.5304375,73.8474375
Imax Multyspeciality Hospital,Pune,MAHARASHTRA,4.1,850.0,"HXMP+8H Pune, Maharashtra",18.5833125,73.9864375
Inlaks And Budhrani Hospital,PUNE,MAHARASHTRA,3.8,313.0,,,
"Jehangir Hospital And Medical Research 
Centre",PUNE,MAHARASHTRA,4.6,9262.0,"GVJG+4M Pune, Maharashtra",18.5303125,73.8766875
Kedarnath General Hospital,Pune,MAHARASHTRA,4.7,749.0,"HVCH+VF Pune, Maharashtra",18.5721875,73.8786875
Kem Hospital (Pune),PUNE,MAHARASHTRA,3.7,1287.0,"GV98+XQ Pune, Maharashtra",18.5199375,73.8669375
Khaire Hospital,PUNE,MAHARASHTRA,4.7,652.0,"JQJM+92 Pimpri-Chinchwad, Maharashtra",18.6309375,73.7825625
Lifepoint Multispeciality Hospital,Pune,MAHARASHTRA,4.0,1284.0,"HQX4+37 Pimpri-Chinchwad, Maharashtra",18.5976875,73.7556875
Lokmanya Hospital(Chincwad),PUNE,MAHARASHTRA,4.2,552.0,"JQPR+W4 Pune, Maharashtra",18.6373125,73.7903125
"Mankikar Hospital For Children And 
Laboratory",PUNE,MAHARASHTRA,3.9,268.0,"JR9X+FR Pimpri-Chinchwad, Maharashtra",18.6186875,73.8495625
"Maxcare Hospital Multi Speciality And 
Critical Care Centre",PUNE,MAHARASHTRA,3.7,3.0,,,
Medilife Multispeciality Hospital And Icu,PUNE,MAHARASHTRA,3.0,64.0,,,
"Metro Multi Speciality Hospital And I.C.U. Saundarya Colony,,Nakhate Wasti, Rahatni Pimpri,,Next To",Pune,MAHARASHTRA,3.0,104.0,"JQ3R+CP Pimpri-Chinchwad, Maharashtra",18.6035625,73.7918125
Moraya Hospital,Pune,MAHARASHTRA,4.6,1401.0,"FR78+Q4 Pune, Maharashtra",18.4644375,73.8153125
Navkar Multispeciality Hospital,Pune,MAHARASHTRA,4.8,183.0,"QV28+H5 Chakan, Maharashtra",18.7514375,73.8654375
New Life Child Care Clinic And Hospital,Pune,MAHARASHTRA,3.0,2.0,,,
Orchid Speciality Hospital,Pune,MAHARASHTRA,3.9,730.0,"JW25+6V Pune, Maharashtra",18.6005625,73.9096875
Oyster And Pearl Hospital Pvt Ltd,PUNE,MAHARASHTRA,4.4,1162.0,"GRJW+QW Pune, Maharashtra",18.5319375,73.8473125
Pawana Hospital,PUNE,MAHARASHTRA,4.7,1238.0,"PM3P+65 Urse, Maharashtra",18.7030625,73.6854375
Phoenix Hospital(Pune),PUNE,MAHARASHTRA,4.5,1347.0,"JQ3G+VF Pune, Maharashtra",18.6046875,73.7761875
Pulse Multispeciality Hospital,Pune,MAHARASHTRA,4.0,83.0,"JQH3+9J Pune, Maharashtra",18.6284375,73.7540625
Sahyadri Hospital (Bopodi),PUNE,MAHARASHTRA,3.6,24.0,"HRCQ+85 Pune, Maharashtra",18.5708125,73.8379375
Sahyadri Hospital (Hadapsar),PUNE,MAHARASHTRA,4.7,9141.0,"GW3J+4V Pune, Maharashtra",18.5028125,73.9321875
Sahyadri Hospital Kothrud,PUNE,MAHARASHTRA,4.0,742.0,"GR54+28 Pune, Maharashtra",18.5075625,73.8058125
"Sahyadri Speciality Hospital (Karve Road) Plot No. 30 C, Lane No. 1, Erandawane,,Prabhat Road, Nr.",PUNE,MAHARASHTRA,4.6,11071.0,"GR7Q+6P Pune, Maharashtra",18.5130625,73.8393125
"Sahyadri Speciality Hospital (Nagar 
Road)",PUNE,MAHARASHTRA,4.6,9087.0,"HV3W+MR Pune, Maharashtra",18.5541875,73.8970625
Sainath Hospital,PUNE,MAHARASHTRA,4.5,1403.0,"MR3X+R9 Pimpri-Chinchwad, Maharashtra",18.6545625,73.8484375
Saiseva Hospital,Pune,MAHARASHTRA,5.0,2.0,,,
"Sant Dnyaneshwar Hospital (A Unit Of 
Sant Dnyaneshwar Medical Foundation)",Pune,MAHARASHTRA,3.0,2.0,"JR9X+9V Pune, Maharashtra",18.6184375,73.8496875
"Sathe Hospital( A Division Of Harmony 
Health Services Pvt Ltd)",PUNE,MAHARASHTRA,4.6,142.0,"GR8R+2Q Pune, Maharashtra",18.5150625,73.8419375
"Shaishav Childrens Hospital And 
Research Center Pvt Ltd",PUNE,MAHARASHTRA,3.9,96.0,"GR7X+G3 Pune, Maharashtra",18.5138125,73.8476875
Shivkrupa Multispeciality Hospital,Pune,MAHARASHTRA,2.5,2.0,,,
"Shree Hospital Criticare And Traume 
Center Pvt Ltd",Pune,MAHARASHTRA,3.3,414.0,"HW2R+HF Pune, Maharashtra",18.5514375,73.9411875
Shwas Multispeciality Hospital,Pune,MAHARASHTRA,4.3,57.0,"CRWP+PX Pune, Maharashtra",18.4468125,73.8374375
Surya Sahyadri Hospital,PUNE,MAHARASHTRA,4.3,530.0,"GVC4+H9 Pune, Maharashtra",18.5214375,73.8559375
Tulip Hospitals Pvt Ltd,Pune,MAHARASHTRA,5.0,36.0,"MRHW+HR Moshi, Pimpri-Chinchwad, Maharashtra",18.6789375,73.8470625
Unique Multispeciality Hospital,Pune,MAHARASHTRA,4.4,51.0,"GP2R+FQ Pune, Maharashtra",18.5011875,73.7419375
Vighnaharta Hospital(Pune),PUNE,MAHARASHTRA,3.9,81.0,"CRVC+XV Dhayari Phata, Pune, Maharashtra",18.4449375,73.8221875
Vinod Memorial Multispeciality Hospital.,PUNE,MAHARASHTRA,3.1,189.0,"HVFH+72 Pune, Maharashtra",18.5731875,73.8775625
Nawale Hospital,PUNE,MAHARASHTRA,3.7,39.0,"HXJJ+5G Pune, Maharashtra",18.5804375,73.9813125
Sankalp Multispecialty Hospital,PUNE,MAHARASHTRA,5.0,4.0,"JQ3J+RF Pimpri-Chinchwad, Maharashtra",18.6045625,73.7811875
Ayushri Multispecialty Hospital,PUNE,MAHARASHTRA,4.8,392.0,"JR62+76 Pune, Maharashtra",18.6106875,73.8005625
"Dr DY Patil Medical College, Hospital and 
Research Centre",PUNE,MAHARASHTRA,4.2,2673.0,"JRFC+MF Pimpri-Chinchwad, Maharashtra",18.6241875,73.8211875
Jupiter Life Line Hospitals,PUNE,MAHARASHTRA,4.6,9469.0,"HQ8P+79 Pune, Maharashtra",18.5656875,73.7859375
Vishwaraj Hospital,PUNE,MAHARASHTRA,4.6,17.0,"GR59+3W Pune, Maharashtra",18.5076875,73.8198125
Ashtvinayak Hospital,PUNE,MAHARASHTRA,5.0,161.0,"HW8X+MV Pune, Maharashtra",18.5666875,73.9496875
"Chellaram Hospital Diabetes Care And 
Multispecialty",PUNE,MAHARASHTRA,4.1,566.0,"GQ9C+R2 Pune, Maharashtra",18.5195625,73.7700625
"Apollo Spectra Hospital A Unit Of Apollo 
Specialty Hospital",PUNE,MAHARASHTRA,4.6,3498.0,,,
Citi Care Hospital Pimpri,PUNE,MAHARASHTRA,4.4,245.0,"JRG2+4Q Pimpri-Chinchwad, Maharashtra",18.6253125,73.8019375
Jivan Rekha Multispeciality Hospital,PUNE,MAHARASHTRA,4.4,292.0,"MPHJ+QR Dehu Road, Maharashtra",18.6794375,73.7320625
Sarvadnya Hospital,PUNE,MAHARASHTRA,4.6,30.0,"MRHX+P4 Pimpri-Chinchwad, Maharashtra",18.6793125,73.8478125
Apple Hospital,PUNE,MAHARASHTRA,4.5,535.0,"HQQJ+C3 Pimpri-Chinchwad, Maharashtra",18.5885625,73.7801875
Avan Multispeciality Hospital,PUNE,MAHARASHTRA,3.6,12.0,"CQVJ+56 Pune, Maharashtra",18.4429375,73.7805625
Ayush Multispeciality Hospital,PUNE,MAHARASHTRA,4.3,121.0,"JRHC+W7 Pimpri-Chinchwad, Maharashtra",18.6298125,73.8206875
Oyster And Pearl Hospital Pvt Ltd,PUNE,MAHARASHTRA,4.4,1162.0,"GRJW+QW Pune, Maharashtra",18.5319375,73.8473125
Nucare Hospital,PUNE,MAHARASHTRA,3.3,71.0,"HQ7J+MM Pune, Maharashtra",18.5641875,73.7816875
Yashorahi Multispeciality Hospital,PUNE,MAHARASHTRA,3.4,35.0,"FQ9M+6V Pune, Maharashtra",18.4680625,73.7846875
Apex Hospital,PUNE,MAHARASHTRA,4.3,81.0,"JQ3G+Q5 Pune, Maharashtra",18.6044375,73.7754375
Shri Siddhivinayak Criticare Hospital,PUNE,MAHARASHTRA,4.8,302.0,"FR58+3P Pune, Maharashtra",18.4576875,73.8168125
Jeevan Rakshak Hospital,PUNE,MAHARASHTRA,3.8,98.0,"HXC3+VR Pune, Maharashtra",18.5721875,73.9545625
Panortho Multispeciality Hospital,PUNE,MAHARASHTRA,2.3,3.0,"MQ49+G6 Nigdi, Pimpri-Chinchwad, Maharashtra",18.6563125,73.7680625
Deoyani Multispeciality Hospital,PUNE,MAHARASHTRA,4.0,339.0,"FRW7+92 Pune, Maharashtra",18.4959375,73.8125625
Ashtavinayak Hospital,PUNE,MAHARASHTRA,,,,,
Niramaya Hospital Pvt Ltd,PUNE,MAHARASHTRA,3.5,361.0,,,
Global Hospital And Research Institute,PUNE,MAHARASHTRA,4.2,476.0,"GR2R+GC Pune, Maharashtra",18.5013125,73.8384929
Unique Childrens Hospital Pvt Ltd,PUNE,MAHARASHTRA,3.0,150.0,"JQQV+GP Chinchwad, Pimpri-Chinchwad, Maharashtra",18.6388125,73.7917429
"Saishree Hospital and Joint Replacement 
Centre",PUNE,MAHARASHTRA,4.8,3303.0,"HR64+33 Pune, Maharashtra",18.5601875,73.8026179
Icon Hospital,PUNE,MAHARASHTRA,3.7,197.0,"MQCP+PX Talwade, Pimpri-Chinchwad, Maharashtra",18.6718125,73.7848679
Sparsh Hospital Pune,PUNE,MAHARASHTRA,4.5,476.0,"PM3M+JQ Somatane, Maharashtra",18.7040625,73.6818679
Jaihind Hospital,PUNE,MAHARASHTRA,4.9,45.0,"FW28+7R Pune, Maharashtra",18.4506875,73.9144929
Moraya Multispeciality Hospital,PUNE,MAHARASHTRA,4.6,1401.0,"FR78+Q4 Pune, Maharashtra",18.4644375,73.8127429
Mhatre Accident Hospital,RAIGAD,MAHARASHTRA,3.4,99.0,"X4R7+HH Navi Mumbai, Maharashtra",18.9914375,73.1113679
Dandekar Hospital Panvel,RAIGAD,MAHARASHTRA,3.8,100.0,"X4R7+83 Navi Mumbai, Maharashtra",18.9908125,73.1101179
Shelar Hospital & ICU,RAIGAD,MAHARASHTRA,4.0,341.0,"2455+MH Navi Mumbai, Maharashtra",19.0091875,73.1063679
Sukham Hospital,RAIGAD,MAHARASHTRA,4.5,186.0,"X4J8+84 Navi Mumbai, Maharashtra",18.9808125,73.1127429
Chirayu Children Hospital,RAIGAD,MAHARASHTRA,3.9,92.0,"2446+GR Navi Mumbai, Maharashtra",19.0063125,73.1094929
Gandhi Hospital Panvel,RAIGAD,MAHARASHTRA,3.4,245.0,"X4P8+W6 Navi Mumbai, Maharashtra",18.9873125,73.1129929
"Lifecare Multispeciality Hospital And 
Nursing Home",RAIGAD,MAHARASHTRA,4.3,128.0,"X4PJ+F2 Navi Mumbai, Maharashtra",18.9873125,73.1129929
Sparsh Superspeciality Hospital,RAIGAD,MAHARASHTRA,4.5,203.0,"X4R8+V3 Navi Mumbai, Maharashtra",18.9921875,73.1126179
Veer Hospital And Icu,RAIGAD,MAHARASHTRA,4.2,181.0,"2446+GQ Navi Mumbai, Maharashtra",19.0063125,73.1093679
Mathoshree Multispeciality Hospital,RAIGAD,MAHARASHTRA,4.8,149.0,"X4R7+WR Navi Mumbai, Maharashtra",18.9923125,73.1119929
"Prachin Healthcare Multispeciality 
Hospital",RAIGAD,MAHARASHTRA,4.6,761.0,"X4X5+39 Panvel, Navi Mumbai, Maharashtra",18.9976875,73.1058679
Om Hospital Cardiac Medical Centre,THANE,MAHARASHTRA,4.2,127.0,"637P+JP Dombivli, Maharashtra",19.2140625,73.0842429
Jupiter Life Line Hospitals Ltd,THANE,MAHARASHTRA,4.6,14294.0,"6X5C+VX Thane, Maharashtra",19.2096875,72.9698679
Dandekar Hospital ( Dombivili ),THANE,MAHARASHTRA,3.8,118.0,"638R+34 Dombivli, Maharashtra",19.2151875,73.0877429
Tanwar Hospital,THANE,MAHARASHTRA,3.9,101.0,"7VV7+G2 Thane, Maharashtra",19.2938125,72.8599929
Mahesh Hospital,Thane,MAHARASHTRA,4.2,61.0,"64FP+X3 Kalyan, Maharashtra",19.2249375,73.1326179
Kalpana Lifeline Hospital,THANE,MAHARASHTRA,4.8,107.0,"6X2F+J8 Thane, Maharashtra",19.2015625,72.9707429
"Pranjali Maternity Surgical And General 
Hospital",THANE,MAHARASHTRA,3.7,35.0,,,
Orthocare Hospital,Thane,MAHARASHTRA,4.9,13.0,"6X3C+J6 Thane, Maharashtra",19.2040625,72.9679929
"Ashirwad Maternity And General 
Hospital, Bhayndar",THANE,MAHARASHTRA,3.8,261.0,"8V73+QG Mira Bhayandar, Maharashtra",19.3144375,72.8512429
Ishwar Criticare Hospital LLP,THANE,MAHARASHTRA,3.0,23.0,"6X66+4H Thane, Maharashtra",19.2103125,72.9588679
Riddhi Vinayak Multispeciality Hospital,THANE,MAHARASHTRA,4.1,1131.0,"CRP6+GF Nalasopara West, Nala Sopara, Maharashtra",19.4363125,72.8086179
Chirayu Superspeciality Hospital,THANE,MAHARASHTRA,4.3,317.0,"7VW6+76 Mira Bhayandar, Maharashtra",19.2956875,72.8579929
Sai Hospital And Icu,THANE,MAHARASHTRA,4.1,356.0,"53FM+CR Dombivli, Maharashtra",19.1735625,73.0819929
Shree Ashirwad Hospital,THANE,MAHARASHTRA,4.7,424.0,"568W+95 Badlapur, Maharashtra",19.1659375,73.2428679
Om Hospital And Polyclinic ( Dombivili ),THANE,MAHARASHTRA,4.2,127.0,"637P+JP Dombivli, Maharashtra",19.2140625,73.0842429
Aashirwad Hospital (Kalyan),Thane,MAHARASHTRA,3.5,107.0,"64FJ+WH Kalyan, Maharashtra",19.2248125,73.1288679
"Kaushalya Medical Foundation Trust 
Hospital",THANE,MAHARASHTRA,4.3,967.0,"6X28+3J Thane, Maharashtra",19.2001875,72.9639929
Kalsekar Hospital,THANE,MAHARASHTRA,2.4,29.0,,,
Phadke Hospital,THANE,MAHARASHTRA,3.4,81.0,"64VF+J2 Kalyan, Maharashtra",19.2440625,73.1199929
Sahil Hospital,THANE,MAHARASHTRA,3.2,34.0,"6X3C+5P Thane, Maharashtra",19.2029375,72.9692429
Shreedevi Hospital,Thane,MAHARASHTRA,4.4,737.0,"64PG+CW Mumbai, Maharashtra",19.2360625,73.1247429
Prakruti Hospital (Thane),THANE,MAHARASHTRA,3.5,132.0,"5XXR+MH Thane, Maharashtra",19.1991875,72.9888679
Kevalya Hospital,Thane,MAHARASHTRA,4.0,335.0,"7X6F+M4 Thane, Maharashtra",19.2616875,72.9702429
Thunga Hospital Pvt Ltd,THANE,MAHARASHTRA,4.3,2658.0,"7VR6+WX Mira Bhayandar, Maharashtra",19.2923125,72.8598679
"Orbit Super Speciality Hospital And 
Accident Centre",THANE,MAHARASHTRA,4.5,229.0,"7V9H+HH Mumbai, Maharashtra",19.2689375,72.8763679
Dr Thakurs Shree Hospital,THANE,MAHARASHTRA,3.3,4.0,"5WQW+Q7 Thane, Maharashtra",19.1894375,72.9431179
Dhanvantari Hospital (Thane),THANE,MAHARASHTRA,3.8,78.0,"7XF6+9V Thane, Maharashtra",19.2734375,72.9596179
"Vijay Vallabh Hospital And Medical 
Research Centre",THANE,MAHARASHTRA,3.5,264.0,,,
"Vijayalaxmi Maternity, Surgical & General 
Hospital",THANE,MAHARASHTRA,4.6,534.0,"CRHC+3H Nalasopara East, Nala Sopara, Maharashtra",19.4276875,72.8188679
Bethany Hospital (Thane),THANE,MAHARASHTRA,3.4,901.0,"6X96+XP Thane, Maharashtra",19.2199375,72.9592429
Sai Aashirwad Hospital,THANE,MAHARASHTRA,4.2,61.0,"7VP7+GC Thane, Maharashtra",19.2863125,72.8609929
"Siddhivinayak Maternity And General 
Hospital",THANE,MAHARASHTRA,4.8,1863.0,"6X56+F3 Thane, Maharashtra",19.2086875,72.9576179
Rathod Hospital,THANE,MAHARASHTRA,5.0,6.0,"5XMG+MP Thane East, Thane, Maharashtra",19.1841875,72.9742429
Bijankur Hospital Pvt. Ltd,THANE,MAHARASHTRA,3.8,24.0,"538H+PH Nilje Gaon, Maharashtra",19.1668125,73.0763679
Khadakpada Multispeciality Hospital,THANE,MAHARASHTRA,4.6,1188.0,"743Q+95 Kalyan, Maharashtra",19.2534375,73.1353679
Nulife Hospital,THANE,MAHARASHTRA,2.7,39.0,"637V+XC Dombivli, Maharashtra",19.2149375,73.0909929
Dr Thakurs Vedant Hospital,THANE,MAHARASHTRA,2.2,20.0,"743R+XP Kalyan, Maharashtra",19.2549375,73.1392429
"Aarogya Multispecialty Hospital And 
Trauma Centre",THANE,MAHARASHTRA,3.8,54.0,"6222+M8 Thane, Maharashtra",19.2016875,72.9982429
Aarogyadhan Hospital,THANE,MAHARASHTRA,4.0,10.0,"5XR2+GJ Thane, Maharashtra",19.1913125,72.9489929
Aarogyam MultiSpeciality Hospital,THANE,MAHARASHTRA,3.2,70.0,"5XMG+HM Thane, Maharashtra",19.1839375,72.9741179
"Aarogyam Multi Speciality Hospital And 
Iccu",THANE,MAHARASHTRA,3.2,70.0,"5XMG+HM Thane, Maharashtra",19.1839375,72.9741179
Aayush Hospital(Thane),THANE,MAHARASHTRA,4.8,203.0,"5XX8+96 Thane, Maharashtra",19.1984375,72.9629929
