Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating,Radius of Influence
Omkar Hospital & Icu (Thane),THANE,MAHARASHTRA,4.1,228.5,"6X8H+26 Thane, Maharashtra",19.148506115178975,73.08971166132012,2.134461682575174,0.21344616825751742
Optilife Multispeciality Hospital,THANE,MAHARASHTRA,3.8,212.0,"634W+V5 Dombivli, Maharashtra",19.262489286900898,73.00610022683927,1.945243710961988,0.1945243710961988
Orange Hospital-Mira Road,THANE,MAHARASHTRA,3.1,58.0,"7VX9+R2 Mira Bhayandar, Maharashtra",19.41266382904713,72.89333191055053,1.180921353678139,0.11809213536781392
Orthonova Hospital(Thane),Thane,MAHARASHTRA,4.2,78.0,"6XMG+R7 Thane, Maharashtra",19.242329086820234,72.90755584741072,1.7454555592518657,0.17454555592518659
"Oscar And Multispeciality Centre 
Hospital.",THANE,MAHARASHTRA,4.2,247.0,"6XPF+MP Thane, Maharashtra",19.213454690374338,72.96246011646919,2.220377480829689,0.22203774808296892
Ozone Multispeciality Hospital,THANE,MAHARASHTRA,4.2,87.0,"7229+C7 Bhiwandi, Maharashtra",19.288751266606596,73.05855935612631,1.79024549712378,0.17902454971237802
Platinum Hospitals (Thane),Thane,MAHARASHTRA,4.2,720.0,"5XM3+3J Mumbai, Maharashtra",19.179888577128786,72.93390780581873,2.663428245462769,0.2663428245462769
Pragati Hospital And Icu,THANE,MAHARASHTRA,3.6,61.0,,19.126322425178,73.01952757410129,1.4000918447007804,0.14000918447007804
"Rr Hospital Kagzi Hospital And Medical 
Research Center",Thane,MAHARASHTRA,3.8,196.0,"6474+2M Dombivli, Maharashtra",19.228671400344087,73.17481655862366,1.915912872270208,0.1915912872270208
Revival Bone And Joint Hospital,THANE,MAHARASHTRA,4.3,119.0,"5XQ8+6F Thane, Maharashtra",19.222227424245055,72.95414085163728,1.9663277442174047,0.19663277442174049
S S Hospital And Research Centre,THANE,MAHARASHTRA,4.3,443.0,"62X9+X3 Bhiwandi, Maharashtra",19.191013313676102,73.01836056930485,2.5224123162996963,0.25224123162996964
Sai Criticare Hospital (Thane),THANE,MAHARASHTRA,3.0,23.0,"6X66+4H Thane, Maharashtra",19.010068353720754,73.3785483506181,0.8738889509520227,0.08738889509520227
Sai Dham Hospital,THANE,MAHARASHTRA,4.0,42.0,"6X44+G9 Thane, Maharashtra",19.175790046586467,72.78683625679083,1.4185873691380744,0.14185873691380743
Sai Jyot Multispeciality Hospital.,Thane,MAHARASHTRA,4.7,428.0,"637Q+G9 Dombivli, Maharashtra",19.32181279534722,72.80564249723791,2.7474625146685456,0.27474625146685455
Sai Vedant Multi Speciality Hospital,THANE,MAHARASHTRA,4.0,40.0,"8V33+VJ Mira Bhayandar, Maharashtra",19.301016214468188,72.84727525122301,1.3997562150168756,0.13997562150168757
Saibaba Hospital And Polyclinic,THANE,MAHARASHTRA,3.7,15.0,"7VCH+3P Mira Bhayandar, Maharashtra",19.237885309118717,72.75825239586801,0.9454938368599776,0.09454938368599776
"Samartha Hospital (A Unit Of Sadafal 
Medical Centre Pvt Ltd)",THANE,MAHARASHTRA,3.9,219.0,"7VJF+JQ Mumbai, Maharashtra",19.299364173768083,72.92918514827231,2.010702464065185,0.20107024640651852
Sapphire Hospitals Pvt Ltd,Thane,MAHARASHTRA,1.0,1.0,"6233+8G Thane, Maharashtra",19.2033125,73.0012429,0.0,0.0
"Satya Sai Platinum Hospital (A Unit Of 
Platinum Hospital)",THANE,MAHARASHTRA,4.8,4169.0,"65J5+R2 Ulhasnagar, Maharashtra",19.42930208765677,72.83219894963372,3.886390206206716,0.3886390206206716
Seema Multispeciality Hospital,Thane,MAHARASHTRA,4.4,173.0,"CRC8+CH Nala Sopara, Maharashtra",19.375113822418932,72.72758756142522,2.1752491201591995,0.21752491201591995
Seven Eleven Hospital,Thane,MAHARASHTRA,3.7,25.0,,19.56106351694616,73.00945780633276,1.1230566858019388,0.11230566858019389
"Shah Life Line Hospital And Heart 
Institute Pvt Ltd",Thane,MAHARASHTRA,4.5,1006.0,"7VV4+WC Mumbai, Maharashtra",19.304466986613864,72.84327797859862,3.007171640112426,0.30071716401124265
Sham Bharati Multi Speciality Hospital,THANE,MAHARASHTRA,4.3,104.0,"7VP9+9Q Mira Bhayandar, Maharashtra",19.305712321782185,72.79425346500797,1.909572501046929,0.19095725010469292
"Shraddha General Hospital And Icu 
Centre",Thane,MAHARASHTRA,3.7,134.0,"65J7+7G Ulhasnagar, Maharashtra",19.28213663527279,73.04977798041573,1.7254726543538177,0.1725472654353818
Shree Mahaganpati Hospital(Thane),Thane,MAHARASHTRA,4.3,227.0,"76W9+XR Titwala, Maharashtra",19.29976345326316,73.2026330238557,2.239136801875201,0.22391368018752011
"Shree Siddhivinayak Urology And 
Multispecialty Hospital",Thane,MAHARASHTRA,4.8,1863.0,"6X56+F3 Thane, Maharashtra",19.2055694340328,72.95599838994796,3.504362838118616,0.3504362838118616
"Siddhivinayak Multispeciality Hospitaland 
Cardic Care Center",THANE,MAHARASHTRA,4.8,1863.0,"6X56+F3 Thane, Maharashtra",19.237663447889357,73.15766864972701,3.504362838118616,0.3504362838118616
Sparsh Childrens Hospital-Kalyan,THANE,MAHARASHTRA,4.5,507.0,"64HR+6V Kalyan, Maharashtra",19.199874293140905,73.11714920672806,2.7028161623792286,0.27028161623792285
"Sparsh Multispeciality Hospital And 
I.C.C.U",THANE,MAHARASHTRA,3.3,18.0,"6X43+GQ Thane, Maharashtra",19.401243741065333,72.9651774145141,0.8919268694437095,0.08919268694437095
Surekha Criticare Hospital,Thane,MAHARASHTRA,4.0,239.0,"65G8+JG Ulhasnagar, Maharashtra",19.228139040665837,73.23586039540176,2.0984182225098484,0.20984182225098486
Sushrut Hospital Nallasopara,THANE,MAHARASHTRA,4.7,379.0,"CR97+W6 Nala Sopara, Maharashtra",19.363917034007862,72.84132687957977,2.691116722267181,0.2691116722267181
Varad Hospital And Icu,THANE,MAHARASHTRA,3.0,12.0,"6X2H+W7 Thane, Maharashtra",19.436700991406298,73.11206296323252,0.6920822467146991,0.0692082246714699
"Ved Hospital Super Specialitty And 
Research Center",Thane,MAHARASHTRA,4.8,28.0,"6X4F+X3 Thane, Maharashtra",19.21149801384136,72.81615865500643,1.5291176374945592,0.15291176374945592
"Vedant Hospital A Unit Of Shree 
Vighnaharta Healthcare",THANE,MAHARASHTRA,2.8,121.0,"6X56+HM Thane, Maharashtra",19.245071939858096,72.95813666880481,1.261073955674705,0.1261073955674705
Vedant Multispeciality Hospital,THANE,MAHARASHTRA,2.8,121.0,"6X56+HM Thane, Maharashtra",19.023920965941763,73.05537686670647,1.261073955674705,0.1261073955674705
Venus Hospital Multispeciality And Icu,Thane,MAHARASHTRA,3.7,73.0,"637H+QJ Dombivli, Maharashtra",19.363230284972982,73.06015270019641,1.505594619332247,0.1505594619332247
Vitthal Krupa Hospital,THANE,MAHARASHTRA,4.3,159.0,"64GR+P4 Kalyan, Maharashtra",19.1423543331151,73.19381896573314,2.0886021072482657,0.20886021072482658
Wockhardt Hospitals Ltd,THANE,MAHARASHTRA,4.7,13406.0,"7VM6+PV Mira Bhayandar, Maharashtra",19.296040206418247,72.85853231482938,4.346550580061976,0.43465505800619764
Global Hospital,THANE,MAHARASHTRA,4.2,61.0,,19.34174983076442,73.09661065696693,1.6448594931757898,0.16448594931757898
"Dr Wankhades Fracture and Accident 
Hospital",THANE,MAHARASHTRA,4.5,132.0,"64RW+FR Kalyan, Maharashtra",19.22414183150407,73.17904677538888,2.1067227125701264,0.21067227125701266
Sai Kripa Maternity Hospital,THANE,MAHARASHTRA,5.0,1.0,,19.120204972433292,72.98296563186652,0.2740561845970949,0.027405618459709492
Phoenix Hospital and ICU,THANE,MAHARASHTRA,4.4,98.0,"6XGJ+6G Thane, Maharashtra",19.229907626739376,72.9700488678926,1.9299837536464883,0.19299837536464884
Sawant Hospital,THANE,MAHARASHTRA,4.5,78.0,"63CJ+R8 Dombivli West, Dombivli, Maharashtra",19.23118403053135,73.16563846341795,1.875024816780518,0.1875024816780518
"Shree Maternari Hospital And General 
Hospital",THANE,MAHARASHTRA,5.0,2.0,"52QF+X2 Thane, Maharashtra",19.196628020611545,73.01604796746953,0.4744469234471142,0.04744469234471142
Family Care Hospitals,THANE,MAHARASHTRA,4.3,1221.0,"7VW7+MR Mira Road East, Mira Bhayandar, Maharashtra",19.295072588666798,72.86263047050878,2.952724006837854,0.2952724006837854
Bijankur Hospital PVT. LTD.,THANE,MAHARASHTRA,3.8,24.0,"538H+PH Nilje Gaon, Maharashtra",18.978634204054806,73.22055405065026,1.1405295875786268,0.11405295875786269
Icon Hospital Pvt Ltd,THANE,MAHARASHTRA,3.9,107.0,"5XR9+72 Thane, Maharashtra",19.13838967755329,72.8274409387765,1.7364241826706093,0.17364241826706095
Swayam Hospitals,THANE,MAHARASHTRA,4.3,121.0,"6X9C+C2 Thane, Maharashtra",19.181895368876063,72.94401117932203,1.9733532423661224,0.19733532423661226
Ortho Centre Hospital,THANE,MAHARASHTRA,4.7,1194.0,"5XWC+RH Thane, Maharashtra",19.18587801554627,72.93061827295952,3.223389650074156,0.3223389650074156
Kelshikar Hospital,THANE,MAHARASHTRA,3.8,55.0,"6X3F+79 Thane, Maharashtra",19.367620612622428,72.95148644073306,1.443450409763979,0.14434504097639791
Spandan Hospital & ICU,THANE,MAHARASHTRA,5.0,2.0,"6X53+7C Thane, Maharashtra",19.363099748856655,73.03575996692732,0.4744469234471142,0.04744469234471142
"Shivneri Hospital And Advanced Urology 
Center",THANE,MAHARASHTRA,4.1,228.5,"5XWC+4C Mumbai, Maharashtra",19.213050737509786,73.02234356630835,2.134461682575174,0.21344616825751742
Matrix Multispeciality Hospital,THANE,MAHARASHTRA,4.4,147.0,"566H+P8 Badlapur, Maharashtra",19.074378124224694,73.2080713190315,2.1048607645071766,0.21048607645071768
Global Multispeciality Hospital,THANE,MAHARASHTRA,4.3,106.0,"7VVC+C8 Mira Road East, Mira Bhayandar, Maharashtra",19.292617225030714,73.12080530825531,1.9175922287971283,0.19175922287971284
SRV Mamta Hospital,THANE,MAHARASHTRA,3.9,1011.0,"6443+WM Dombivli, Maharashtra",19.185149269154287,73.08572378076835,2.5989895555403124,0.25989895555403125
Mehta Hospital and fertility Center,THANE,MAHARASHTRA,5.0,5.0,"7VGH+X8 Mira Road East, Mira Bhayandar, Maharashtra",19.19329113974238,72.91542046586574,0.8170171541934828,0.08170171541934829
Badar Multispeciality Hospital,THANE,MAHARASHTRA,3.5,37.0,"CR72+37 Nala Sopara, Maharashtra",19.454402323572538,73.00601826285448,1.189934571305136,0.1189934571305136
Ankur Paediatric Hospital And ICU,THANE,MAHARASHTRA,3.4,253.0,"FR35+6P Virar West, Virar, Maharashtra",19.457232044040854,72.85099786451177,1.7924321322758416,0.17924321322758419
Thane Noble Hospital,THANE,MAHARASHTRA,4.2,171.0,"7X59+VJ Thane, Maharashtra",19.304020986596935,72.96457428818043,2.0684604275563414,0.20684604275563415
Bilal Hospital And ICU,THANE,MAHARASHTRA,4.0,1193.0,"527H+6M Thane, Maharashtra",19.14878062814845,73.01879689407198,2.732775120831362,0.2732775120831362
Dr Veer Hospital,THANE,MAHARASHTRA,3.6,37.0,"6X43+7J Thane, Maharashtra",19.204885333358895,72.95179806525134,1.225890246089548,0.12258902460895481
Dr More Hospital,THANE,MAHARASHTRA,4.5,24.0,"7XF6+JG Thane, Maharashtra",19.27335599313731,72.89642348401884,1.3632481516863977,0.13632481516863978
Gastrocare Hospital,THANE,MAHARASHTRA,4.1,174.0,"64RV+FX Kalyan, Maharashtra",19.149374338779417,73.11546214440837,2.024587703985378,0.2024587703985378
"Sai Aarogyam Multispeciality Hospital & 
ICCU",THANE,MAHARASHTRA,4.3,81.0,"64XC+74 Kalyan, Maharashtra",19.116768041556107,73.04665585001989,1.804486883046214,0.1804486883046214
Reliance Hospital,THANE,MAHARASHTRA,4.8,9467.0,"XR5C+F2 Mumbai, Maharashtra",18.95449023261245,72.80386856231338,4.275444418297519,0.4275444418297519
Aarogyadham Multispeciality Hospital,THANE,MAHARASHTRA,4.1,228.5,"5XRC+R8 Thane, Maharashtra",19.229136206448317,72.96047073873874,2.134461682575174,0.21344616825751742
Shambharti Multispecilatiy Hospital,THANE,MAHARASHTRA,4.3,104.0,"7VP9+9Q Mira Bhayandar, Maharashtra",19.289765782122313,72.85917008405994,1.909572501046929,0.19095725010469292
Phoneix Hospital Pvt Ltd,THANE,MAHARASHTRA,2.7,25.0,"6R3H+65 Mumbai, Maharashtra",18.862840573143977,73.0196018782535,0.8010105420313409,0.0801010542031341
Siddha Pooja Hospital,THANE,MAHARASHTRA,4.2,36.0,"3273+CX Navi Mumbai, Maharashtra",19.17195457653162,73.06811402761542,1.4305530127325294,0.14305530127325294
Venkatesh Hospital And Nursing Home,THANE,MAHARASHTRA,2.8,36.0,"743Q+HC Kalyan, Maharashtra",19.283409830665224,73.14115192734734,0.9308639931052616,0.09308639931052616
Lifeline Hospital,THANE,MAHARASHTRA,3.8,119.0,"6X3C+4Q Thane, Maharashtra",19.09533936336643,72.96193396819712,1.729718233709652,0.1729718233709652
Mauli Hospital,THANE,MAHARASHTRA,4.3,58.0,"6X9R+88 Thane, Maharashtra",19.227322258180422,72.98092211392327,1.6645737665145572,0.16645737665145574
Platinum Multispeciality Hospital,THANE,MAHARASHTRA,4.2,94.0,,19.308437690714648,73.08956366227551,1.8220209932923823,0.18220209932923825
"Ganesh Memorial Hospital and 
Endoscopy Center",THANE,MAHARASHTRA,4.4,48.0,"743P+2X Kalyan West, Kalyan, Maharashtra",19.199738182998754,73.1748929630788,1.6241065070984866,0.16241065070984867
Lakecity Hospital,THANE,MAHARASHTRA,3.4,228.0,"6X39+QV Thane, Maharashtra",19.21163516765257,72.95897348204798,1.7576108922289273,0.17576108922289274
Shree Maternity and General Hospital,THANE,MAHARASHTRA,5.0,2.0,"52QF+X2 Thane, Maharashtra",19.059978736479824,73.18836609298292,0.4744469234471142,0.04744469234471142
Koparde Hospital,THANE,MAHARASHTRA,5.0,6.0,"638W+52 Navi Mumbai, Maharashtra",19.365070099259373,72.99042076644018,0.8932021772869534,0.08932021772869535
Abhinav Maternity and General Hospital,THANE,MAHARASHTRA,4.2,134.0,"CRC7+8V Vasai-Virar, Maharashtra",19.33346567323769,72.84681478523467,1.9679032895569375,0.19679032895569376
Dr Das Hospital And ICCU,THANE,MAHARASHTRA,4.9,21.0,"6XMG+R7 Thane, Maharashtra",19.238282772623826,72.9976370535274,1.428601102073073,0.1428601102073073
Amit Hospital (Berhampur),BERHAMPUR,ORISSA,3.6,298.0,"8Q7V+W7 Brahmapur, Odisha",19.3148125,84.7906179,1.9599406227064944,0.19599406227064944
Ashutosh Hospital,BERHAMPUR,ORISSA,4.5,11.0,,20.442986828885278,85.9777791735715,1.0367772418309391,0.10367772418309391
Maa Shakti Hospital,BHUBANESWAR,ORISSA,3.4,202.0,"7R5C+C5 Bhubaneswar, Odisha",20.251831235722833,85.80985530975207,1.7171087617017426,0.17171087617017428
Amri Hospitals Ltd Bhubaneswar,BHUBANESWAR,ORISSA,3.9,72.0,"7RQW+6M Bhubaneswar, Odisha",20.281683871588122,85.86872016342045,1.5854366632344783,0.15854366632344785
Care Hospital(Bhubaneshwar),BHUBANESWAR,ORISSA,4.3,5351.0,"8RC7+J6 Bhubaneswar, Odisha",20.322373219171944,85.82727640507804,3.5804898107499707,0.3580489810749971
Hi Tech Medical College And Hospital,BHUBANESWAR,ORISSA,3.7,947.0,"8V2G+WR Bhubaneswar, Odisha",20.29193972904532,85.89177385673797,2.438301855710064,0.24383018557100644
Sara Gastro And Laparoscopic Hospital,BHUBANESWAR,ORISSA,4.3,125.0,"7R3W+J8 Bhubaneswar, Odisha",20.284133046578813,85.79216292825868,1.987065172153546,0.1987065172153546
Sunshine Hospitals,BHUBANESWAR,ORISSA,4.6,2655.0,"7R9X+H9 Bhubaneswar, Odisha",20.255147823792328,85.83250722211437,3.516495845976639,0.35164958459766393
Shree Hospitals,BHUBANESWAR,ORISSA,3.6,666.0,"6RXR+8H Bhubaneswar, Odisha",20.238380490676462,85.83622958500285,2.245448834002602,0.22454488340026024
Asg Hospital Pvt Ltd,BHUBANESWAR,ORISSA,4.8,4778.0,"7RFW+R5 Bhubaneswar, Odisha",20.274471881812683,85.83645972083465,3.951065728446528,0.3951065728446528
"Utkal Institute of Medical Sciences And 
Hospital",BHUBANESWAR,ORISSA,4.5,4190.0,"8RF2+25 Bhubaneswar, Odisha",20.331335927677475,85.78203197841015,3.64144307873559,0.364144307873559
Radharaman Hospital,Cuttack,ORISSA,4.9,1292.0,"FV4C+W7 Cuttack, Odisha",20.433747936123943,85.8533186281858,3.401645802410167,0.3401645802410167
Shakti Hospital,CUTTACK,ORISSA,3.9,122.0,"FW76+H6 Cuttack, Odisha",20.4434734027206,85.91959472985437,1.7865590147729042,0.17865590147729044
Sun Hospital Pvt Ltd,CUTTACK,ORISSA,4.3,1505.0,"FVJ5+5G Cuttack, Odisha",20.489930608932575,85.84986901600615,3.0415424087717104,0.3041542408771711
Trisha Hospital,Cuttack,ORISSA,3.1,81.0,"FV4C+X6 Cuttack, Odisha",20.459999810370807,85.8603168072473,1.2817889493172407,0.12817889493172407
East Coast Hospital,PONDICHERRY,PONDICHERRY,4.8,1463.0,WQJH+2Q Puducherry,11.941063204519338,79.7667371803582,3.389757045108821,0.3389757045108821
Bewell Hospitals(Pondicherry),PONDICHERRY,PONDICHERRY,4.4,780.0,XR28+84 Puducherry,11.95328702407092,79.82427044058247,2.828286302146117,0.2828286302146117
Dr Punjs Artemis Hospital,AMRITSAR,PUNJAB,4.1,228.5,"MV3J+HM Amritsar, Punjab",31.67001697982494,74.86997281331071,2.134461682575174,0.21344616825751742
Madaan Hospital,AMRITSAR,PUNJAB,3.5,16.0,"JVVM+HR Amritsar, Punjab",31.48020483127508,74.87885514082613,0.9116561159367618,0.09116561159367619
Adlakha Hospital,AMRITSAR,PUNJAB,4.1,63.0,"MV2F+FW Amritsar, Punjab",31.696587748093975,74.94588542112182,1.61693148912286,0.16169314891228603
KD Hospital,AMRITSAR,PUNJAB,3.4,162.0,"JVWM+J8 Amritsar, Punjab",31.649975263823013,74.7984738787369,1.643355693502074,0.16433556935020743
Sanjeevan Hospital,AMRITSAR,PUNJAB,3.4,28.0,"JV98+X3 Amritsar, Punjab",31.728642050581655,74.92747060218434,1.063141729765108,0.1063141729765108
"Dr Karam Singh Memorial Orthopaedic 
And Multispeciality Hospital",AMRITSAR,PUNJAB,4.4,179.0,"JVXM+4C Amritsar, Punjab",31.677607671522544,74.89508279959236,2.189993496506973,0.21899934965069734
Ranjit Hospital,AMRITSAR,PUNJAB,4.6,208.0,"JRMV+6C Amritsar, Punjab",31.635389948198345,74.82973391361945,2.3605728064670397,0.23605728064670398
Uppal Neuro Hospital,AMRITSAR,PUNJAB,3.9,392.0,"JVR5+RR Amritsar, Punjab",31.6539344184921,74.83488515447594,2.23435975578324,0.223435975578324
"Carewell Heart And Super Speciality 
Hospital",AMRITSAR,PUNJAB,3.4,57.0,"JVM6+RQ Amritsar, Punjab",31.789241879004134,74.8517835593617,1.2960894866726385,0.12960894866726386
Sri Guru Ram Dass Charitable Hospital,AMRITSAR,PUNJAB,3.6,203.0,"JV8J+2V Amritsar, Punjab",31.6196999026371,74.83862040021633,1.8238940080948187,0.18238940080948188
Apollo Hospital - Amritsar,AMRITSAR,PUNJAB,4.8,3003.0,"JVP8+CW Amritsar, Punjab",31.63398030376295,74.86201011191521,3.730782451583756,0.3730782451583756
Hargun Hospital,AMRITSAR,PUNJAB,4.1,228.5,,31.649815045325237,74.84757606307137,2.134461682575174,0.21344616825751742
Hartej Hospital,AMRITSAR,PUNJAB,3.4,158.0,"MV23+3M Amritsar, Punjab",31.683508485234476,74.86144325399081,1.6350056348115307,0.16350056348115308
Fortis Escorts Hospital Amritsar,AMRITSAR,PUNJAB,4.7,4754.0,"MW79+V8 Amritsar, Punjab",31.676774517623798,74.90326656847739,3.8649855434723306,0.38649855434723307
Gupta Multispeciality Hospital.,AMRITSAR,PUNJAB,3.5,33.0,"JW85+FR Amritsar, Punjab",31.77757951621988,74.91146063705764,1.1514552774592195,0.11514552774592196
Ap Hospital,AMRITSAR,PUNJAB,3.6,26.0,"JVCP+2R Amritsar, Punjab",31.499844017386735,74.95424698299458,1.1042816481789242,0.11042816481789242
Randhawa Hospital,Amritsar,PUNJAB,4.4,291.0,"JVR7+WR Amritsar, Punjab",31.64256641091324,74.85966201839902,2.4004052320895943,0.24004052320895944
Chikitsa ENT Hospital,AMRITSAR,PUNJAB,4.4,93.0,"JVJF+92 Amritsar, Punjab",31.672222163708195,74.90177394888798,1.907444127373496,0.1907444127373496
"Nayyar Heart Institute And Super 
Speciality Hospital",AMRITSAR,PUNJAB,4.1,7.0,"JVVG+CJ Amritsar, Punjab",31.586550533501914,74.93778147927827,0.774208721486793,0.0774208721486793
"Life Kare Multi Speciality And Super 
Speciality Hospital",AMRITSAR,PUNJAB,3.3,40.0,,31.63761672424326,74.84413958260737,1.1428089193127997,0.11428089193127998
Care & Cure Medicity Hospital,AMRITSAR,PUNJAB,3.0,45.0,"JVQP+JQ Amritsar, Punjab",31.62293873369967,75.01637908722003,1.0668106901477148,0.10668106901477148
Dr Ved Gupta Hospital,AMRITSAR,PUNJAB,4.3,90.0,"JVRF+Q3 Amritsar, Punjab",31.631397033572046,74.87529942509747,1.848749925777576,0.1848749925777576
"Akashdeep Hospital Neuro Trauma Multi 
Super Sepciality Hospital",AMRITSAR,PUNJAB,3.6,11.0,,31.731162835942285,74.6542973131273,0.8157189842348964,0.08157189842348965
Surjit Hospital,AMRITSAR,PUNJAB,4.2,98.0,"MR9V+C3 Amritsar, Punjab",31.690912374941743,74.87829747287053,1.8391429445648624,0.18391429445648624
Apex Hospital,AMRITSAR,PUNJAB,4.8,754.0,"JWW2+42 Amritsar, Punjab",31.646075561481215,74.90186650533289,3.0755679618778378,0.3075567961877838
New Life Hospital,AMRITSAR,PUNJAB,4.2,158.0,"MV6Q+2W Amritsar, Punjab",31.680387219935668,74.8922236459625,2.035833795037602,0.20358337950376024
Arora Hospital,AMRITSAR,PUNJAB,4.5,181.0,"JRH3+84 Amritsar, Punjab",31.649309903361484,74.8067750108304,2.2462382019110216,0.22462382019110216
Dev Hospital Amritsar,Amritsar,PUNJAB,3.7,43.0,,31.610968136379107,74.87428314849133,1.31546262836277,0.131546262836277
Medcard Multispeciality Hospital,AMRITSAR,PUNJAB,4.6,267.0,"JV2J+8V Amritsar, Punjab",31.584818262304157,74.84131035781007,2.4736318262309624,0.24736318262309626
"Medicaid Hospital And Critical Care 
Centre",AMRITSAR,PUNJAB,4.6,815.0,"MV4F+R6 Amritsar, Punjab",31.66975491889263,74.84409127824786,2.979892136624829,0.29798921366248293
Mokha Hospital And Kidney Care Centre,AMRITSAR,PUNJAB,3.5,108.0,"JVQM+HR Amritsar, Punjab",31.63867685570297,74.87573290772974,1.554490879961677,0.15544908799616772
Navpreet Hospital,AMRITSAR,PUNJAB,4.8,1133.0,"JRMV+7R Amritsar, Punjab",31.62515359160503,74.83597827767102,3.2685710731161475,0.32685710731161477
Neelkanth Hospital,AMRITSAR,PUNJAB,3.3,43.0,,31.731307046868828,74.98156187695862,1.165843528415522,0.1165843528415522
Sri Guru Ram Das Charitable Hospital,AMRITSAR,PUNJAB,3.6,203.0,"JV8J+2V Amritsar, Punjab",31.628543342744315,74.90251171196611,1.8238940080948187,0.18238940080948188
Surinder Hospital,AMRITSAR,PUNJAB,4.9,309.0,"JQGM+GP Amritsar, Punjab",31.637343354228612,74.80500099246197,2.7099367241071666,0.27099367241071665
Badrinath Hospital,AMRITSAR,PUNJAB,3.9,16.0,"MVRP+J7 Amritsar, Punjab",31.45077601051507,75.01297909483512,1.0236755630323089,0.1023675563032309
Parkash Hospital,AMRITSAR,PUNJAB,3.1,61.0,"JRMW+4F Amritsar, Punjab",31.630599227182863,74.96758229875037,1.1961188043049398,0.11961188043049398
Gupta Hospital,AMRITSAR,PUNJAB,4.2,108.0,"MV2J+WR Amritsar, Punjab",31.648690767871393,74.84321752187967,1.8790918651838675,0.18790918651838676
The Corporate Hospital,AMRITSAR,PUNJAB,3.9,220.0,"JWX4+QR Amritsar, Punjab",31.686505159621184,74.9157942894048,2.012450743755473,0.2012450743755473
Florem Hospital,AMRITSAR,PUNJAB,4.3,646.0,"MVCV+GQ Amritsar, Punjab",31.68688369740429,74.8930320136314,2.682446462896337,0.2682446462896337
Pulse Hospital,AMRITSAR,PUNJAB,4.7,442.0,"JWC3+RF Amritsar, Punjab",31.65572035343482,74.90967957437987,2.76238121115626,0.276238121115626
Nanda Hospital,AMRITSAR,PUNJAB,3.8,31.0,,30.283244733355343,74.91821373503817,1.233252830686927,0.12332528306869271
Dr PSPM Janta Hospital,AMRITSAR,PUNJAB,5.0,2.0,,30.118372271422338,74.76661150879046,0.4744469234471142,0.04744469234471142
Nagpal Super Speciality Hospital,BHATINDA,PUNJAB,4.0,116.0,"6W7R+2W Bathinda, Punjab",30.22794851100356,74.91656009956498,1.814351895690244,0.1814351895690244
"Cygnus Health Street Super Specialty 
Hospital",BHATINDA,PUNJAB,5.0,1.0,"6WHM+WW Bathinda, Punjab",30.117606999654388,75.11152500736591,0.2740561845970949,0.027405618459709492
Max Super Speciality Hospital Bhathinda,BHATINDA,PUNJAB,4.0,1334.0,"5WRW+WR Bathinda, Punjab",30.200765062251584,74.94147918837251,2.7769082806799745,0.27769082806799744
Pragma Hospital,BHATINDA,PUNJAB,4.8,804.0,"5WCH+JM Bathinda, Punjab",30.207201776775495,74.91626381110984,3.10599219042053,0.310599219042053
Chhabra Hospital,BHATINDA,PUNJAB,4.9,420.0,"6W8W+X6 Bathinda, Punjab",30.232044486193587,74.93020139666206,2.858174049196319,0.2858174049196319
BJS Bal Memorial Hospital,GURDASPUR,PUNJAB,3.6,17.0,"R668+57 Batala, Punjab",31.8104375,75.2131179,0.9600003162069104,0.09600003162069104
Kamal Hospital (Jalandhar),Jalandhar,PUNJAB,4.4,370.0,"8HVP+4V Jalandhar, Punjab",31.312827079183943,75.6218721025013,2.50454545847318,0.250454545847318
BBC Heart Hospital,JALANDHAR,PUNJAB,3.8,76.0,"8H9F+2M Jalandhar, Punjab",31.281907886853254,75.67874978970862,1.5630649824266345,0.15630649824266346
Tagore Hospital And Heart Care Centre,JALANDHAR,PUNJAB,4.8,3545.0,"8HP7+R8 Jalandhar, Punjab",31.340129556487135,75.5703724487932,3.809482965522177,0.38094829655221774
"Kidney Hospital and Lifeline Medical 
institutions",JALANDHAR,PUNJAB,4.5,984.0,"8H3Q+Q2 Jalandhar, Punjab",31.37221296330906,75.5516159124149,2.9973462982653176,0.29973462982653176
Sacred Heart Hospital (Maqsudan),JALANDHAR,PUNJAB,4.5,1861.0,"9H72+9C Jalandhar, Punjab",31.392852097055155,75.55849740796795,3.2805805213344623,0.32805805213344624
Joshi Hospital,JALANDHAR,PUNJAB,4.2,423.0,"8HM7+J8 Jalandhar, Punjab",31.309835258883716,75.61109163555444,2.443023562057486,0.2443023562057486
Modern Hospital Jalandhar,JALANDHAR,PUNJAB,3.5,30.0,"8H5F+MH Jalandhar, Punjab",31.507704981588446,75.72542179064563,1.1194980750991543,0.11194980750991544
Armaan Hospital,JALANDHAR,PUNJAB,4.1,395.0,"8HH7+FW Jalandhar, Punjab",31.278012617049722,75.55422721407257,2.3555377184480943,0.23555377184480944
Kapoor Bone And Children Hospital,JALANDHAR,PUNJAB,4.1,171.0,,31.27579457290228,75.63298834390051,2.0175800829443027,0.20175800829443027
