,Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating,density
1138,"Unnati Hospital And Bombay Spine 
Centre",MUMBAI,MAHARASHTRA,3.8,33.0,"5RXX+HF Mumbai, Maharashtra",19.1989375,72.8461179,1.2560240766256618,20036.0
1139,Vinayak Hospital,MUMBAI,MAHARASHTRA,4.7,227.0,"5RVM+RF Mumbai, Maharashtra",19.1889375,72.8528679,2.4538019970402685,20036.0
1140,Asha Multispeciality Hospital,MUMBAI,MAHARASHTRA,4.4,198.0,"5VQ4+H5 Mumbai, Maharashtra",19.1889375,72.8528679,2.2336365812278,20036.0
1141,Vardann Hospital,MUMBAI,MAHARASHTRA,4.5,81.0,"5RWM+9H Mumbai, Maharashtra",19.1959375,72.8313679,1.8916032053343763,20036.0
1142,Lotus Mutispeciality Hospital,MUMBAI,MAHARASHTRA,4.2,74.0,"6R3Q+QG Mumbai, Maharashtra",19.2044375,72.8362429,1.723884552958319,20036.0
1143,Care Hospital (Nagpur),Nagpur,MAHARASHTRA,4.1,228.5,,21.1858125,79.0795625,2.134461682575174,470.0
1144,Alexis Multispeciality Hospital Pvt Ltd,NAGPUR,MAHARASHTRA,4.1,2055.0,"53PH+8R Nagpur, Maharashtra",21.1858125,79.0795625,3.023049413737428,470.0
1145,New Era Hospital,NAGPUR,MAHARASHTRA,4.6,4196.0,"542C+HR Nagpur, Maharashtra",21.1514375,79.1220625,3.7245370518027854,470.0
1146,Suretech Hospital Research Centre Ltd,NAGPUR,MAHARASHTRA,4.0,1.0,,21.1704375,79.0963125,0.2055421384478211,470.0
1147,Venus Critical Care Hospital Nagpur,NAGPUR,MAHARASHTRA,2.9,54.0,"53CW+5G Nagpur, Maharashtra",21.1704375,79.0963125,1.0801885578828698,470.0
1148,Zenith Hospital,Nagpur,MAHARASHTRA,4.4,282.0,"43P4+8W Nagpur, Maharashtra",21.1358125,79.0573125,2.3867893130162905,470.0
1149,"Bhagwati ENT Hospital & Endoscopy 
Centre",NAGPUR,MAHARASHTRA,1.5,2.0,"43J4+MC Nagpur, Maharashtra",21.1316875,79.0560625,0.0943742447296426,470.0
1150,Cure It Hospital Pvt Ltd,NAGPUR,MAHARASHTRA,4.1,228.5,,21.1311875,79.0969375,2.134461682575174,470.0
1151,Center Point Hospital,NAGPUR,MAHARASHTRA,3.6,146.0,"43JW+FQ Nagpur, Maharashtra",21.1311875,79.0969375,1.7072892137082931,470.0
1152,"Shri Ramdeobaba Rukhmini Devi 
Memorial Multi Specialty Hospital",NAGPUR,MAHARASHTRA,3.5,27.0,"542M+VG Nagpur, Maharashtra",21.1475625,79.1380625,1.0842856333010014,470.0
1153,Icon Hospital,NAGPUR,MAHARASHTRA,4.1,228.5,,21.1475625,79.1380625,2.134461682575174,470.0
1154,Auro Critical Care Hospital,NAGPUR,MAHARASHTRA,3.4,17.0,"44XQ+26 Nagpur, Maharashtra",21.1475625,79.1380625,0.9028606294093444,470.0
1155,Sadguru Hospital,NASIK,MAHARASHTRA,4.2,263.0,"2R53+M6 Nashik, Maharashtra",20.0091875,73.8030625,2.2463327115847456,393.0
1156,Vakratunda Hospital Pvt Ltd,NASIK,MAHARASHTRA,4.1,228.5,,20.0091875,73.8030625,2.134461682575174,393.0
1157,Pushkar Hospital,NASIK,MAHARASHTRA,5.0,20.0,"2Q7W+MM Nashik, Maharashtra",20.0091875,73.8030625,1.4361631468833411,393.0
1158,"SantKrupa Multi Speciality And Accident 
Hospital",NASIK,MAHARASHTRA,4.5,256.0,"WRGM+6F Deolali, Maharashtra",19.9255625,73.8336875,2.399725738028253,393.0
1159,"Shushrusha Heart Care Centre And 
Speciality Hospital(Nerul)",NAVI MUMBAI,MAHARASHTRA,4.0,427.0,"22V5+6V Navi Mumbai, Maharashtra",19.0430625,73.0096875,2.32713904392529,1915.0
1160,Sanjivani Hospital (Airoli),NAVI MUMBAI,MAHARASHTRA,3.5,26.0,"5X4X+R8 Navi Mumbai, Maharashtra",19.1570625,72.9983125,1.071703990003141,1915.0
1161,Jeevan Jyot Hospital,Navi Mumbai,MAHARASHTRA,4.7,456.0,"237V+9W Navi Mumbai, Maharashtra",19.0134375,73.0948125,2.7768356943283754,1915.0
1162,"Terna Speciality Hospital And Research 
Centre",Navi Mumbai,MAHARASHTRA,3.7,950.0,"22J8+JG Navi Mumbai, Maharashtra",19.0315625,73.0163125,2.4394573891707525,1915.0
1163,Satyam Multi Speciality Hospital,Navi Mumbai,MAHARASHTRA,3.5,125.0,"24G3+MX Navi Mumbai, Maharashtra",19.0266875,73.1049375,1.604631829213487,1915.0
1164,Navjeevan Hospital (Vashi),NAVI MUMBAI,MAHARASHTRA,2.9,25.0,"3XCX+6C Navi Mumbai, Maharashtra",19.0705625,72.9985625,0.8654197707854603,1915.0
1165,Fortis Hiranandani Hospital,NAVI MUMBAI,MAHARASHTRA,4.1,228.5,,19.0058125,73.1203125,2.134461682575174,1915.0
1166,Panacea Hospital,NAVI MUMBAI,MAHARASHTRA,3.5,432.0,"244C+84 Navi Mumbai, Maharashtra",19.0058125,73.1203125,2.0317005371687222,1915.0
1167,Niramaya Hospital,NAVI MUMBAI,MAHARASHTRA,4.3,608.0,"23M7+P4 Navi Mumbai, Maharashtra",19.0343125,73.0628125,2.6567200564563755,1915.0
1168,Dr Jadhav Hospital,NAVI MUMBAI,MAHARASHTRA,3.4,73.0,"5X2X+F4 Navi Mumbai, Maharashtra",19.1511875,72.9978125,1.3779641869959072,1915.0
1169,Apex Multispeciality Hospital Taloja,NAVI MUMBAI,MAHARASHTRA,3.8,56.0,"33GR+4G Navi Mumbai, Maharashtra",19.0753125,73.0913125,1.450098557184386,1915.0
1170,Sunshine Hospital,NAVI MUMBAI,MAHARASHTRA,4.5,37.0,"22P5+GV Navi Mumbai, Maharashtra",19.0363125,73.0096875,1.5494913191492532,1915.0
1171,Apple Hospital,NAVI MUMBAI,MAHARASHTRA,3.1,268.0,"4XVW+Q3 Navi Mumbai, Maharashtra",19.1444375,72.9951875,1.6458124427317509,1915.0
1172,Avadhoot Hospital And Iccu,Navi Mumbai,MAHARASHTRA,3.0,145.0,"5X5V+W2 Navi Mumbai, Maharashtra",19.1598125,72.9925625,1.4092978687475874,1915.0
1173,"B And J Superspeciality Hospital And 
Research Center",NAVI MUMBAI,MAHARASHTRA,4.7,1062.0,"23FR+GG Navi Mumbai, Maharashtra",19.0238125,73.0913125,3.1690111204451448,1915.0
1174,Carepoint Hospital,NAVI MUMBAI,MAHARASHTRA,4.1,228.5,,19.2133125,73.1641875,2.134461682575174,1915.0
1175,Dhanvantari Hospital (Ulhasnagar),NAVI MUMBAI,MAHARASHTRA,3.3,58.0,"6577+8M Ulhasnagar, Maharashtra",19.2133125,73.1641875,1.2615300891508752,1915.0
1176,Dr RN Patils Suraj Hospital (Sanpada),NAVI MUMBAI,MAHARASHTRA,4.4,709.0,"3264+G6 Navi Mumbai, Maharashtra",19.0613125,73.0055625,2.786834241949797,1915.0
1177,Dr Ajayan Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,3.7,179.0,"4225+5P Navi Mumbai, Maharashtra",19.1004375,73.0093125,1.830685478357116,1915.0
1178,"Dr. Yewale Multispeciality Hospital For 
Children",Navi Mumbai,MAHARASHTRA,4.1,230.0,"3XJW+PJ Navi Mumbai, Maharashtra",19.0818125,72.9965625,2.1371018481727178,1915.0
1179,"Dr.Choudhary Stone Clinic & 
Multispeciality Hospital & ICU",NAVI MUMBAI,MAHARASHTRA,4.9,380.0,"3XMX+2X Navi Mumbai, Maharashtra",19.0825625,72.9999375,2.809820723301118,1915.0
1180,"Dr.Singh'S City Hospital And Medical 
Research Centre Pvt Ltd",Navi Mumbai,MAHARASHTRA,4.7,521.0,"23HW+8M Navi Mumbai, Maharashtra",19.1510625,72.9991875,2.838616283828109,1915.0
1181,Guruprem Hospital,Navi Mumbai,MAHARASHTRA,4.9,20.0,"5X2X+CM Navi Mumbai, Maharashtra",19.1510625,72.9991875,1.4060696030226894,1915.0
1182,Indravati Hospitaland Research Centre,Navi Mumbai,MAHARASHTRA,4.5,1967.0,"5X4X+P5 Navi Mumbai, Maharashtra",19.1568125,72.9979375,3.3052077009863208,1915.0
1183,Jeevan Jyoti Multispecialty Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,456.0,"237V+9W Navi Mumbai, Maharashtra",19.0134375,73.0948125,2.7768356943283754,1915.0
1184,Lions Service Centre Hospital,Navi Mumbai,MAHARASHTRA,4.7,1777.0,,19.1610625,72.9988125,3.4079836269978507,1915.0
1185,Mauli Accident And General Hospital,NAVI MUMBAI,MAHARASHTRA,3.9,11.0,"238Q+FH Navi Mumbai, Maharashtra",19.1610625,72.9988125,0.889405070100244,1915.0
1186,Mody Hospital And I.C.C.U ( Airoli ),NAVI MUMBAI,MAHARASHTRA,4.2,191.0,"5X6X+CG Navi Mumbai, Maharashtra",19.1610625,72.9988125,2.1141271312733907,1915.0
1187,New Milliennium Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.4,419.0,"3267+QM Navi Mumbai, Maharashtra",19.0619375,73.0141875,2.558498119886032,1915.0
1188,Neway Hospital,Navi Mumbai,MAHARASHTRA,2.9,27.0,"3267+4M Navi Mumbai, Maharashtra",19.0619375,73.0141875,0.8866628311095255,1915.0
1189,Orchid Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,71.0,"4XXV+Q7 Navi Mumbai, Maharashtra",19.1494375,72.9931875,1.8760279747680573,1915.0
1190,"Pkc Hospital And Medical Research 
Centre.",Navi Mumbai,MAHARASHTRA,3.9,398.0,"32J3+66 Navi Mumbai, Maharashtra",19.0805625,73.0030625,2.240200701026056,1915.0
1191,Rajpal Hospital And Institute,Navi Mumbai,MAHARASHTRA,3.9,47.0,"32X4+RF Mumbai, Maharashtra",19.0219375,73.0916875,1.423814630064579,1915.0
1192,Shree Sai Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,335.0,"23CR+QM Navi Mumbai, Maharashtra",19.0219375,73.0916875,2.576447420587369,1915.0
1193,Sunrise Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.3,209.0,"238P+PJ Navi Mumbai, Maharashtra",19.0168125,73.0865625,2.2041828994888064,1915.0
1194,Suyash Hospital(Navi Mumbai),NAVI MUMBAI,MAHARASHTRA,2.7,129.0,"2298+VF Navi Mumbai, Maharashtra",19.0196875,73.0161875,1.2305392013820424,1915.0
1195,Vedaant Multispeciality Hospital,Navi Mumbai,MAHARASHTRA,4.2,224.0,,19.0129375,73.0955625,2.179971767419285,1915.0
1196,Yashoda Maternity And General Hospital,Navi Mumbai,MAHARASHTRA,3.7,53.0,"237W+56 Navi Mumbai, Maharashtra",19.0129375,73.0955625,1.3903612771070204,1915.0
1197,Sai Jyot Multispeciality Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,1280.0,"4252+QQ Navi Mumbai, Maharashtra",19.1094375,73.0019375,3.2556749300329053,1915.0
1198,Tej Vedaant Hospitals,NAVI MUMBAI,MAHARASHTRA,4.2,224.0,,19.2365625,72.8606875,2.179971767419285,1915.0
1199,Siddharth Hospital,NAVI MUMBAI,MAHARASHTRA,4.0,3.0,,19.2365625,72.8606875,0.479598323044916,1915.0
1200,Purnima Hospital,NAVI MUMBAI,MAHARASHTRA,3.3,34.0,"6VP6+J7 Mumbai, Maharashtra",19.2365625,72.8606875,1.0911981338583825,1915.0
1201,Acharya Shri Nanesh Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,538.0,"22MR+8F Navi Mumbai, Maharashtra",19.0333125,73.0411875,2.8535048444878246,1915.0
1202,Swami Krupa Hospital,NAVI MUMBAI,MAHARASHTRA,4.7,62.0,"239R+G2 Navi Mumbai, Maharashtra",19.0188125,73.0900625,1.8562658267219891,1915.0
1203,New Bombay Hospital,NAVI MUMBAI,MAHARASHTRA,4.2,61.0,"5X6V+8C Navi Mumbai, Maharashtra",19.1608125,72.9935625,1.6448594931757898,1915.0
1204,Sadguru Hospital(Ghansoli),NAVI MUMBAI,MAHARASHTRA,4.1,228.5,,19.1085625,73.0018125,2.134461682575174,1915.0
1205,Sai Snehdeep Hospital,NAVI MUMBAI,MAHARASHTRA,4.6,1567.0,"4252+CP Navi Mumbai, Maharashtra",19.1085625,73.0018125,3.27686686640668,1915.0
1206,Panvel Hospital,NAVI MUMBAI,MAHARASHTRA,3.9,85.0,"X4M5+68 Navi Mumbai, Maharashtra",18.9830625,73.1083125,1.648614613738058,1915.0
1207,Shree Hospital (Pune),PUNE,MAHARASHTRA,3.3,414.0,"HW2R+HF Pune, Maharashtra",18.5514375,73.9411875,1.897838587539524,603.0
1208,Aditya Birla Memorial Hospital,PUNE,MAHARASHTRA,4.0,5383.0,"JQGF+7W Pimpri-Chinchwad, Maharashtra",18.6256875,73.7748125,3.3282651100666576,603.0
1209,Sangamnerkar Hospitals,PUNE,MAHARASHTRA,5.0,1.0,"GR3V+8V Pune, Maharashtra",18.5033125,73.8446875,0.2740561845970949,603.0
1210,Karne Hospital Pvt Ltd,PUNE,MAHARASHTRA,4.6,319.0,"FVW5+59 Pune, Maharashtra",18.4954375,73.8584375,2.5542631953533577,603.0
1211,Sanjeevani Nursing Hospital,PUNE,MAHARASHTRA,4.0,6.0,"FVF4+M8 Pune, Maharashtra",18.4741875,73.8558125,0.700858932599708,603.0
1212,Amrut Hospital,PUNE,MAHARASHTRA,3.9,34.0,"JR52+XM Pune, Maharashtra",18.6099375,73.8016875,1.3020548938597742,603.0
1213,Lifeline Hospital,PUNE,MAHARASHTRA,3.7,392.0,"HXMQ+2Q Pune, Maharashtra",18.5825625,73.9894375,2.1162636633764444,603.0
1214,Omkar Accident Hospital,PUNE,MAHARASHTRA,4.3,18.0,,18.4466875,73.8594375,1.1829695711385528,603.0
1215,"Sai Sneh Hospital And Diagnostic Centre 
Pvt Ltd",Pune,MAHARASHTRA,4.5,206.0,"CVW5+MQ Pune, Maharashtra",18.4466875,73.8594375,2.303489595897976,603.0
1216,Saidham Hospital,PUNE,MAHARASHTRA,4.1,228.5,,18.5628125,73.9319375,2.134461682575174,603.0
1217,Sahyadri Hospital (Bibwewadi),PUNE,MAHARASHTRA,4.1,228.5,,18.5628125,73.9319375,2.134461682575174,603.0
1218,Goldrush Hospital,PUNE,MAHARASHTRA,4.1,228.5,,18.5628125,73.9319375,2.134461682575174,603.0
1219,Columbia Asia Hospital,PUNE,MAHARASHTRA,4.1,228.5,,18.5628125,73.9319375,2.134461682575174,603.0
1220,Kohakade Hospital,PUNE,MAHARASHTRA,3.7,184.0,"HW7J+4Q Pune, Maharashtra",18.5628125,73.9319375,1.8407059965790435,603.0
1221,Pioneer Hospital,PUNE,MAHARASHTRA,4.1,228.5,,18.5291875,73.8306875,2.134461682575174,603.0
1222,Max Neuro Hospital Pvt Ltd,PUNE,MAHARASHTRA,4.1,228.5,,18.5291875,73.8306875,2.134461682575174,603.0
1223,Bharati Hospital And Research Centre,PUNE,MAHARASHTRA,4.5,96.0,,18.5291875,73.8306875,1.966326252579296,603.0
1224,"Dr Makan Surgical Maternity and 
Accident Hospital",PUNE,MAHARASHTRA,2.7,10.0,,18.5291875,73.8306875,0.571439029288572,603.0
1225,Om Hospital Pune,PUNE,MAHARASHTRA,4.3,238.0,"GRHJ+M7 Pune, Maharashtra",18.5291875,73.8306875,2.259163472186136,603.0
1226,Samarth Hospital,PUNE,MAHARASHTRA,4.3,18.0,"GV96+VW Pune, Maharashtra",18.5196875,73.8623125,1.1829695711385528,603.0
1227,Rising Medicare Hospital,PUNE,MAHARASHTRA,4.6,1966.0,"HW3Q+GP Pune, Maharashtra",18.6459375,73.8500625,3.3799481967988783,603.0
1228,"Dr Madrewars Chest And General 
Hospital",PUNE,MAHARASHTRA,4.1,228.5,,18.6459375,73.8500625,2.134461682575174,603.0
1229,Pataskar Hospital,PUNE,MAHARASHTRA,4.7,207.0,"JVW2+92 Pune, Maharashtra",18.6459375,73.8500625,2.4111508802772965,603.0
1230,Aims Hospital And Research Center,PUNE,MAHARASHTRA,4.1,239.0,,18.6781875,73.9020625,2.1525915292263265,603.0
1231,Aadhar Hospital Multispeciality And Icu,Pune,MAHARASHTRA,4.1,194.0,,18.6781875,73.9020625,2.0684427726256662,603.0
1232,Aarogyam Multispeciality Hospital,PUNE,MAHARASHTRA,4.1,228.5,,18.6781875,73.9020625,2.134461682575174,603.0
1233,Amrut Hospitaland Research Centre,PUNE,MAHARASHTRA,4.9,280.0,"MWH2+7R Pune, Maharashtra",18.6781875,73.9020625,2.6623660093279957,603.0
1234,Anand Hospital Chakan,PUNE,MAHARASHTRA,4.8,300.0,"QV67+H2 Chakan, Maharashtra",18.7614375,73.8625625,2.639255226694322,603.0
1235,Anand Hospital (Pune),Pune,MAHARASHTRA,4.8,66.0,"FQJX+9X Pune, Maharashtra",18.4809375,73.7999375,1.9264250646057708,603.0
1236,Ankur Multispeciality Hospital-Pune,PUNE,MAHARASHTRA,4.1,83.0,"GWMR+54 Pune, Maharashtra",18.5329375,73.9403125,1.7271364305615151,603.0
1237,Astha Hospital (Pcmc),PUNE,MAHARASHTRA,4.7,504.0,"MR75+GM Pimpri-Chinchwad, Maharashtra",18.6638125,73.8091875,2.8232347318623834,603.0
1238,Care Multispeciality Hospital,PUNE,MAHARASHTRA,4.4,654.0,"HXJM+GX Pune, Maharashtra",18.5813125,73.9849375,2.7517669636084023,603.0
1239,Chaitanya Superspeciality Hospital,Pune,MAHARASHTRA,4.6,870.0,"JQMQ+MC Pimpri-Chinchwad, Maharashtra",18.6341875,73.7885625,3.009550250715736,603.0
1240,Chavan Hospital,PUNE,MAHARASHTRA,4.1,290.0,"JRM8+7M Pimpri-Chinchwad, Maharashtra",18.6331875,73.8166875,2.2306795544280167,603.0
1241,Columbia Asia Hospital Pvt Ltd,Pune,MAHARASHTRA,5.0,3.0,,18.5018125,73.8326875,0.6166264153434635,603.0
1242,Deenanath Mangeshkar Hospital,PUNE,MAHARASHTRA,3.9,2614.0,"GR2M+P3 Pune, Maharashtra",18.5018125,73.8326875,2.964953664812572,603.0
1243,Deendayal Memorial Hospital,PUNE,MAHARASHTRA,3.5,72.0,"GRGR+2F Pune, Maharashtra",18.5250625,73.8411875,1.415800693041273,603.0
1244,Dr Khade Superspeciality Hospital-Pune,PUNE,MAHARASHTRA,4.9,255.0,"QV36+G4 Chakan, Maharashtra",18.7538125,73.8603125,2.617236562902257,603.0
1245,Golden Care Hospital,Pune,MAHARASHTRA,4.4,672.0,"JP2X+R3 Pimpri-Chinchwad, Maharashtra",18.6020625,73.7476875,2.763557616517838,603.0
1246,Hardikar Hospital,Pune,MAHARASHTRA,4.5,1060.0,"GRJW+5X Pune, Maharashtra",18.5304375,73.8474375,3.0304064234029475,603.0
1247,Imax Multyspeciality Hospital,Pune,MAHARASHTRA,4.1,850.0,"HXMP+8H Pune, Maharashtra",18.5833125,73.9864375,2.665563823629206,603.0
1248,Inlaks And Budhrani Hospital,PUNE,MAHARASHTRA,3.8,313.0,,18.5303125,73.8766875,2.091018463215806,603.0
1249,"Jehangir Hospital And Medical Research 
Centre",PUNE,MAHARASHTRA,4.6,9262.0,"GVJG+4M Pune, Maharashtra",18.5303125,73.8766875,4.08449318982631,603.0
1250,Kedarnath General Hospital,Pune,MAHARASHTRA,4.7,749.0,"HVCH+VF Pune, Maharashtra",18.5721875,73.8786875,3.0069793921154697,603.0
1251,Kem Hospital (Pune),PUNE,MAHARASHTRA,3.7,1287.0,"GV98+XQ Pune, Maharashtra",18.5199375,73.8669375,2.5503937421311127,603.0
1252,Khaire Hospital,PUNE,MAHARASHTRA,4.7,652.0,"JQJM+92 Pimpri-Chinchwad, Maharashtra",18.6309375,73.7825625,2.9426381433812896,603.0
1253,Lifepoint Multispeciality Hospital,Pune,MAHARASHTRA,4.0,1284.0,"HQX4+37 Pimpri-Chinchwad, Maharashtra",18.5976875,73.7556875,2.7618156277132706,603.0
1254,Lokmanya Hospital(Chincwad),PUNE,MAHARASHTRA,4.2,552.0,"JQPR+W4 Pune, Maharashtra",18.6373125,73.7903125,2.5532971869382965,603.0
1255,"Mankikar Hospital For Children And 
Laboratory",PUNE,MAHARASHTRA,3.9,268.0,"JR9X+FR Pimpri-Chinchwad, Maharashtra",18.6186875,73.8495625,2.0882192785720157,603.0
1256,"Maxcare Hospital Multi Speciality And 
Critical Care Centre",PUNE,MAHARASHTRA,3.7,3.0,,18.6035625,73.7918125,0.4384898953553518,603.0
1257,Medilife Multispeciality Hospital And Icu,PUNE,MAHARASHTRA,3.0,64.0,,18.6035625,73.7918125,1.169336312659923,603.0
1258,"Metro Multi Speciality Hospital And I.C.U. Saundarya Colony,,Nakhate Wasti, Rahatni Pimpri,,Next To",Pune,MAHARASHTRA,3.0,104.0,"JQ3R+CP Pimpri-Chinchwad, Maharashtra",18.6035625,73.7918125,1.3115463356155193,603.0
1259,Moraya Hospital,Pune,MAHARASHTRA,4.6,1401.0,"FR78+Q4 Pune, Maharashtra",18.4644375,73.8153125,3.225986940346204,603.0
1260,Navkar Multispeciality Hospital,Pune,MAHARASHTRA,4.8,183.0,"QV28+H5 Chakan, Maharashtra",18.7514375,73.8654375,2.405740374958936,603.0
1261,New Life Child Care Clinic And Hospital,Pune,MAHARASHTRA,3.0,2.0,,18.6005625,73.9096875,0.257262535608559,603.0
1262,Orchid Speciality Hospital,Pune,MAHARASHTRA,3.9,730.0,"JW25+6V Pune, Maharashtra",18.6005625,73.9096875,2.473599442937473,603.0
1263,Oyster And Pearl Hospital Pvt Ltd,PUNE,MAHARASHTRA,4.4,1162.0,"GRJW+QW Pune, Maharashtra",18.5319375,73.8473125,3.0014630376227114,603.0
1264,Pawana Hospital,PUNE,MAHARASHTRA,4.7,1238.0,"PM3P+65 Urse, Maharashtra",18.7030625,73.6854375,3.2401877989106875,603.0
1265,Phoenix Hospital(Pune),PUNE,MAHARASHTRA,4.5,1347.0,"JQ3G+VF Pune, Maharashtra",18.6046875,73.7761875,3.136896522832168,603.0
1266,Pulse Multispeciality Hospital,Pune,MAHARASHTRA,4.0,83.0,"JQH3+9J Pune, Maharashtra",18.6284375,73.7540625,1.683340077471008,603.0
1267,Sahyadri Hospital (Bopodi),PUNE,MAHARASHTRA,3.6,24.0,"HRCQ+85 Pune, Maharashtra",18.5708125,73.8379375,1.0768957121192635,603.0
1268,Sahyadri Hospital (Hadapsar),PUNE,MAHARASHTRA,4.7,9141.0,"GW3J+4V Pune, Maharashtra",18.5028125,73.9321875,4.1686674103129295,603.0
1269,Sahyadri Hospital Kothrud,PUNE,MAHARASHTRA,4.0,742.0,"GR54+28 Pune, Maharashtra",18.5075625,73.8058125,2.5452196403715424,603.0
1270,"Sahyadri Speciality Hospital (Karve Road) Plot No. 30 C, Lane No. 1, Erandawane,,Prabhat Road, Nr.",PUNE,MAHARASHTRA,4.6,11071.0,"GR7Q+6P Pune, Maharashtra",18.5130625,73.8393125,4.16560535042926,603.0
1271,"Sahyadri Speciality Hospital (Nagar 
Road)",PUNE,MAHARASHTRA,4.6,9087.0,"HV3W+MR Pune, Maharashtra",18.5541875,73.8970625,4.075820906437031,603.0
1272,Sainath Hospital,PUNE,MAHARASHTRA,4.5,1403.0,"MR3X+R9 Pimpri-Chinchwad, Maharashtra",18.6545625,73.8484375,3.1550014264003967,603.0
1273,Saiseva Hospital,Pune,MAHARASHTRA,5.0,2.0,,18.6184375,73.8496875,0.4744469234471142,603.0
1274,"Sant Dnyaneshwar Hospital (A Unit Of 
Sant Dnyaneshwar Medical Foundation)",Pune,MAHARASHTRA,3.0,2.0,"JR9X+9V Pune, Maharashtra",18.6184375,73.8496875,0.257262535608559,603.0
1275,"Sathe Hospital( A Division Of Harmony 
Health Services Pvt Ltd)",PUNE,MAHARASHTRA,4.6,142.0,"GR8R+2Q Pune, Maharashtra",18.5150625,73.8419375,2.1880240277288507,603.0
1276,"Shaishav Childrens Hospital And 
Research Center Pvt Ltd",PUNE,MAHARASHTRA,3.9,96.0,"GR7X+G3 Pune, Maharashtra",18.5138125,73.8476875,1.69501421274882,603.0
1277,Shivkrupa Multispeciality Hospital,Pune,MAHARASHTRA,2.5,2.0,,18.5514375,73.9411875,0.2029664386489202,603.0
1278,"Shree Hospital Criticare And Traume 
Center Pvt Ltd",Pune,MAHARASHTRA,3.3,414.0,"HW2R+HF Pune, Maharashtra",18.5514375,73.9411875,1.897838587539524,603.0
1279,Shwas Multispeciality Hospital,Pune,MAHARASHTRA,4.3,57.0,"CRWP+PX Pune, Maharashtra",18.4468125,73.8374375,1.6573080688902038,603.0
1280,Surya Sahyadri Hospital,PUNE,MAHARASHTRA,4.3,530.0,"GVC4+H9 Pune, Maharashtra",18.5214375,73.8559375,2.598466634220344,603.0
1281,Tulip Hospitals Pvt Ltd,Pune,MAHARASHTRA,5.0,36.0,"MRHW+HR Moshi, Pimpri-Chinchwad, Maharashtra",18.6789375,73.8470625,1.7160895953766824,603.0
1282,Unique Multispeciality Hospital,Pune,MAHARASHTRA,4.4,51.0,"GP2R+FQ Pune, Maharashtra",18.5011875,73.7419375,1.6499507894981622,603.0
1283,Vighnaharta Hospital(Pune),PUNE,MAHARASHTRA,3.9,81.0,"CRVC+XV Dhayari Phata, Pune, Maharashtra",18.4449375,73.8221875,1.6302542384698897,603.0
1284,Vinod Memorial Multispeciality Hospital.,PUNE,MAHARASHTRA,3.1,189.0,"HVFH+72 Pune, Maharashtra",18.5731875,73.8775625,1.539274406977554,603.0
1285,Nawale Hospital,PUNE,MAHARASHTRA,3.7,39.0,"HXJJ+5G Pune, Maharashtra",18.5804375,73.9813125,1.280605214106774,603.0
1286,Sankalp Multispecialty Hospital,PUNE,MAHARASHTRA,5.0,4.0,"JQ3J+RF Pimpri-Chinchwad, Maharashtra",18.6045625,73.7811875,0.726909397092766,603.0
1287,Ayushri Multispecialty Hospital,PUNE,MAHARASHTRA,4.8,392.0,"JR62+76 Pune, Maharashtra",18.6106875,73.8005625,2.76579217161382,603.0
1288,"Dr DY Patil Medical College, Hospital and 
Research Centre",PUNE,MAHARASHTRA,4.2,2673.0,"JRFC+MF Pimpri-Chinchwad, Maharashtra",18.6241875,73.8211875,3.2075598707149964,603.0
1289,Jupiter Life Line Hospitals,PUNE,MAHARASHTRA,4.6,9469.0,"HQ8P+79 Pune, Maharashtra",18.5656875,73.7859375,4.094542185786819,603.0
1290,Vishwaraj Hospital,PUNE,MAHARASHTRA,4.6,17.0,"GR59+3W Pune, Maharashtra",18.5076875,73.8198125,1.245698750194739,603.0
1291,Ashtvinayak Hospital,PUNE,MAHARASHTRA,5.0,161.0,"HW8X+MV Pune, Maharashtra",18.5666875,73.9496875,2.4459000629826466,603.0
1292,"Chellaram Hospital Diabetes Care And 
Multispecialty",PUNE,MAHARASHTRA,4.1,566.0,"GQ9C+R2 Pune, Maharashtra",18.5195625,73.7700625,2.501005237344585,603.0
1293,"Apollo Spectra Hospital A Unit Of Apollo 
Specialty Hospital",PUNE,MAHARASHTRA,4.6,3498.0,,18.6253125,73.8019375,3.6418328783646072,603.0
1294,Citi Care Hospital Pimpri,PUNE,MAHARASHTRA,4.4,245.0,"JRG2+4Q Pimpri-Chinchwad, Maharashtra",18.6253125,73.8019375,2.3258506974351163,603.0
1295,Jivan Rekha Multispeciality Hospital,PUNE,MAHARASHTRA,4.4,292.0,"MPHJ+QR Dehu Road, Maharashtra",18.6794375,73.7320625,2.4018921307969645,603.0
1296,Sarvadnya Hospital,PUNE,MAHARASHTRA,4.6,30.0,"MRHX+P4 Pimpri-Chinchwad, Maharashtra",18.6793125,73.8478125,1.492873313205803,603.0
