Hospital Name,Address,CITY,STATE,PPN / NON PPN
Unique Multispeciality Hospital,"205/1 Anandtara Palekar Niwas,,Near Basket Bridge,,Ravet",Pune,MAHARASHTRA,PPN
Vighnaharta Hospital(Pune),"Plot no 5 Mahesh Society Chowk, Opposite Bibawewadi 
Petrol Pump, Pune, Maharashtra 411037Pune",PUNE,MAHARASHTRA,PPN
Vinod Memorial Multispeciality Hospital.,"Cts No 285,Sr No 113,,Alandi Road, Vishrantwadi,,PuneNIL",PUNE,MAHARASHTRA,PPN
Nawale Hospital,Pune Nagar Road Fadai Chowk Wagholt PunePune,PUNE,MAHARASHTRA,NON PPN
Sankalp Multispecialty Hospital,Godambe Corner Tapkir Mala Road Rahatani PunePune,PUNE,MAHARASHTRA,NON PPN
Ayushri Multispecialty Hospital,Samadhan Chowk Pimprigaon Pimpri PunePune,PUNE,MAHARASHTRA,NON PPN
"Dr DY Patil Medical College, Hospital and 
Research Centre","Pimpri, Sant Tukaram Nagar, Pune, Maharashtra 
411018Pune",PUNE,MAHARASHTRA,PPN
Jupiter Life Line Hospitals,"Near Prathamesh Park, Baner, Pimple Nilkh Road, Pune",PUNE,MAHARASHTRA,PPN
Vishwaraj Hospital,"Solapur Road, Rajbaug, Loni Kalbhor, Pune, Maharashtra 
412201Kalbhor",PUNE,MAHARASHTRA,PPN
Ashtvinayak Hospital,"Plot No LC 1, Sector No.9,, Near Spine City Mall,Near 
Bhosari MIDC Polic Station, Santnagar Moshi, Pradhikaran 
Pune 412105, pune, Maharashtra 412105Pune",PUNE,MAHARASHTRA,PPN
"Chellaram Hospital Diabetes Care And 
Multispecialty","Pune Bangalore Highway, Lalani Quantum, Bavdhan 
Budruk, Pune, Maharashtra 411021Pune",PUNE,MAHARASHTRA,PPN
"Apollo Spectra Hospital A Unit Of Apollo 
Specialty Hospital","Opposite Sanas Sports Ground Saras Baug Muncipal Colony 
Maharashtra Pune",PUNE,MAHARASHTRA,NON PPN
Citi Care Hospital Pimpri,"Shubam gallery, next to chroma, near pimpri bridge, Pimpri-
Chinchwad, Maharashtra 411018Pimpri",PUNE,MAHARASHTRA,PPN
Jivan Rekha Multispeciality Hospital,"Sr.28 Prabhu Complex,In front of Repulic School,, Old 
Mumbai Pune Highway, Dehu Road, Maharashtra 
412101Pune",PUNE,MAHARASHTRA,PPN
Sarvadnya Hospital,"244, Sable Heights, Alandi Dehu Road, Moshi, Pune - 
412105 Pune",PUNE,MAHARASHTRA,PPN
Apple Hospital,"Vishal Nagar, Near Jagtap Dairy Bajaj Service Centre, Aundh 
Hinjewadi Wakad Link Road",PUNE,MAHARASHTRA,NON PPN
Avan Multispeciality Hospital,"1st floor, Mukai Complex above, Vijaya Bank, Sinhagad 
Road Khadakwasla, Haveli,",PUNE,MAHARASHTRA,PPN
Ayush Multispeciality Hospital,"Main Road, Santoshi Mata Chowk, Nehru Nagar, Pimpri, 
Pimpri-Chinchwad, Maharashtra 411018Near Seva Vikas 
Bank",PUNE,MAHARASHTRA,PPN
Oyster And Pearl Hospital Pvt Ltd,"402/A, Off Senapati Bapat Road, Shivaji Co operative 
Housing Society, Bhageerath, Gokhalenagar, Pune, 
Maharashtra 411016Pune",PUNE,MAHARASHTRA,PPN
Nucare Hospital,"131/9,Opp Orchid School, Balewadi Phata, BanerBaner",PUNE,MAHARASHTRA,PPN
Yashorahi Multispeciality Hospital,"Shivkamal Prestige, Dangat Vasti,Shivane,",PUNE,MAHARASHTRA,PPN
Apex Hospital,"13/12 PAWAR NAGAR THERGAON NR RHYTHM 
SOCIETY,Thergaon",PUNE,MAHARASHTRA,PPN
Shri Siddhivinayak Criticare Hospital,"SOURABH COMPLEX, ABOVE CANARA BANK, 2 ND FLOOR, 
SHINDAWANE ROAD, URULIKANCHAN.nil",PUNE,MAHARASHTRA,PPN
Jeevan Rakshak Hospital,"S.N.1041/2335 KHANDAVE NAGAR ROAD ,WAGHOLI,nil",PUNE,MAHARASHTRA,PPN
Panortho Multispeciality Hospital,"01- Bldg, Riddhi Capita, Plot No. F11, Sect. No.26 
A.D.C.PCNTDA,Nigdi,",PUNE,MAHARASHTRA,PPN
Deoyani Multispeciality Hospital,"Plot No.121, Lane No. 4, Dahanukar Colony,Kothrud",PUNE,MAHARASHTRA,PPN
Ashtavinayak Hospital,"Plot No.1, Sec-9, Sant Nagar, Spine Road,Moshi",PUNE,MAHARASHTRA,PPN
Niramaya Hospital Pvt Ltd,"Behind Jai Hind Petrol Pump, Next to Chinchwad (E) Post 
Office, Chinchwad,nil",PUNE,MAHARASHTRA,PPN
Global Hospital And Research Institute,"577/2, Near Dattawadi Police Chowky, Off Sinhagad Road, 
Dattawadinil",PUNE,MAHARASHTRA,PPN
Unique Childrens Hospital Pvt Ltd,"Hira Moti Fortune, Mumbai-Pune Road, Opp. to Police 
Station,Near To Chicwad Railway Station,",PUNE,MAHARASHTRA,NON PPN
"Saishree Hospital and Joint Replacement 
Centre","No. 157,ct sno .1104/03,plot no 26,Dp road near dav 
school,aundh,nil",PUNE,MAHARASHTRA,PPN
Icon Hospital,"Tower line Corner, Talawade Rod, Triveninagar,Nigdi,",PUNE,MAHARASHTRA,PPN
Sparsh Hospital Pune,"Sparsh Hospital, Sr.no.353, Emerald Building, Parandwadi 
Road, Somatane Phata, Maval,Talegaon Dabhade,",PUNE,MAHARASHTRA,PPN
Jaihind Hospital,"2293/1/3.A/P-ABHISHEKH BUILDING CHAKAN SHIKRAPUR 
ROAD, CHAKAN,Khed,",PUNE,MAHARASHTRA,PPN
Moraya Multispeciality Hospital,"Power House Chowk, Opposite PMT Bus Stop, Chinchwad,nil",PUNE,MAHARASHTRA,PPN
Mhatre Accident Hospital,"Line Ali Shivaji Road, Opp S.T.Stand, Panvel,NIL",RAIGAD,MAHARASHTRA,PPN
Dandekar Hospital Panvel,"I st floor,commercial premises,vasant kunj Hsg. society, Dr 
Ambedkar roadPanvel",RAIGAD,MAHARASHTRA,PPN
Shelar Hospital & ICU,"Tulsi Perana CHS, Sector-1, Plot No-9, Khanda Colony,lNew 
Panvel",RAIGAD,MAHARASHTRA,PPN
Sukham Hospital,"Behind Ganesh Temple, Karanjade, Tal-Panvel, Raigad",RAIGAD,MAHARASHTRA,NON PPN
Chirayu Children Hospital,"Neel Enclave, 3rd & 4th floor, Sec-9, Near fly over, Khanda 
Colony, New Panvel (W)",RAIGAD,MAHARASHTRA,PPN
Gandhi Hospital Panvel,"142, M. C. C. H. Society,,Nr. Kohinoor Technical 
Institute,Panvel,",RAIGAD,MAHARASHTRA,PPN
"Lifecare Multispeciality Hospital And 
Nursing Home","Shop No. 1,2,18, A-101,,Om Aaiji Darshan Complex, 169/0, 
Vichumbe,,New PanvelNIL",RAIGAD,MAHARASHTRA,PPN
Sparsh Superspeciality Hospital,"141, Sai Arcade, Mission Compound,,Line Ali, Opp Orion 
Mall,,PanvelNIL",RAIGAD,MAHARASHTRA,PPN
Veer Hospital And Icu,"Neel Enclave Building 2nd Floor Plot No 1 Sector 9,Khanda 
Colony,Navi PanvelNIL",RAIGAD,MAHARASHTRA,PPN
Mathoshree Multispeciality Hospital,"Shop No-10/11/ 14/15, Trupati Icon, Plot No 425, Sector 20, 
Near Central Bank , kamothe- Raigad- Raigad",RAIGAD,MAHARASHTRA,PPN
"Prachin Healthcare Multispeciality 
Hospital","Plot No. 69/2, Thana Naka, Near Hotel Garden, Panvel nil",RAIGAD,MAHARASHTRA,PPN
Om Hospital Cardiac Medical Centre,"B - 9, Poonam Nagar, Shanti Park,Phase - I I I ,Mira 
Road(E)Bhayandhar,",THANE,MAHARASHTRA,NON PPN
Jupiter Life Line Hospitals Ltd,"Opp. Flower Valley,Eastern Express Highway,ThaneThane",THANE,MAHARASHTRA,PPN
Dandekar Hospital ( Dombivili ),"B-51/ 135/136/ 235/ 236 , kasturi Plaza , Manpada, 
Dombivali €- 421201NIL",THANE,MAHARASHTRA,PPN
Tanwar Hospital,"Tanwar Tower, Near Hotel Sonali,,P. K. Road, Off Mira 
Bhayandar Road,,Mira Road(E)NIL",THANE,MAHARASHTRA,PPN
Mahesh Hospital,"Balaji Apartment, 1st Floor,,Above Bank Of Baroda, Poona 
Link Road,,Kalyan(E)",Thane,MAHARASHTRA,NON PPN
Kalpana Lifeline Hospital,"Plot No.16, Ambadi Road, Opposite Akshay Hotel, Vasai 
(W)nil",THANE,MAHARASHTRA,PPN
"Pranjali Maternity Surgical And General 
Hospital","MAHAKALI ARCADE,VEER SAVARKAR 
NAGAR,OPP.R.J.THAKUR COLLEGE.BEHIND THANE-
400606NIL",THANE,MAHARASHTRA,NON PPN
Orthocare Hospital,"1st Floor, Gautam Chambers,,Near Khopat Shiv Sena 
Shakha, Khopat,Thane(W)NIL",Thane,MAHARASHTRA,PPN
"Ashirwad Maternity And General 
Hospital, Bhayndar","Samir Apartment, Sec-K7, A, Jesal Park, Bhayander(E) , 
MumbaiBhayander",THANE,MAHARASHTRA,PPN
Ishwar Criticare Hospital LLP,"Ishwar Hospital ,Sundar Apt., ,,Dr R.P.Road. 
Ramnagar,Dombivli (E)",THANE,MAHARASHTRA,PPN
Riddhi Vinayak Multispeciality Hospital,"Plot No-302, Near Railway Carshade, Yashwant Gaurav 
Road,,Virar Nallasopara Link Road,,Nallsopara (W)NIL",THANE,MAHARASHTRA,PPN
Chirayu Superspeciality Hospital,"Ground Floor, Vimal Deep, Sarvoday Paradise 
Complex,,Behind Balaji Hospital, Mira -Bhayander 
Road,,Bhayander (E)BHAYANDER",THANE,MAHARASHTRA,PPN
Sai Hospital And Icu,"Hira Moti Shopping Centre,Second Floor,,Near 
Checknaka,Shivaji Nagar,Thane,Thane(W)NIL",THANE,MAHARASHTRA,PPN
Shree Ashirwad Hospital,"C-3/4,Shree Complex, Opposite Mahavir Nagar,Manpada 
Road,Dombivli(E)NIL",THANE,MAHARASHTRA,PPN
Om Hospital And Polyclinic ( Dombivili ),"COMMERCE CENTRE,1ST FLOOR FIRST, TANDAN 
ROAD,RAMNAGAR,NEAR S.K.PATEL SCHOOL,DOMBIVLI - 
EASTDombivali",THANE,MAHARASHTRA,PPN
Aashirwad Hospital (Kalyan),"Om Shraddha Tower, Above Tdcc Bank,,Poona Link Road, 
Tisgaon,,Kalyan(E)NIL",Thane,MAHARASHTRA,PPN
"Kaushalya Medical Foundation Trust 
Hospital","GANESHWADI, PANCHPAKHADI, BEHIND NITIN COMPANY, 
THANE WESTNIL",THANE,MAHARASHTRA,PPN
Kalsekar Hospital,"Dawle Village, Kausa Mumbra, Opposite Kalsekar Degree 
College, Near Bharat Gear, Mumbra",THANE,MAHARASHTRA,PPN
Phadke Hospital,"Par Naka, Gaurav Prasad Co-Op Hsg. Soc. Ground 
Floor,,Opp. Gajanan Maharaj Mandir,Kalyan(W)NIL",THANE,MAHARASHTRA,PPN
Sahil Hospital,"First floor, tawadw Niwas, Opp TjSB, bank Kopat Thane 
WestNIL",THANE,MAHARASHTRA,PPN
Shreedevi Hospital,"Akash Arcade, Near Bhanu-Sagar Talkies,,Valipir 
Road,,Kalyan(W)Kal",Thane,MAHARASHTRA,PPN
Prakruti Hospital (Thane),"SIDDHESHWAR ACRADE, OPP.MANISHA NAGAR GATE 
NO.1, KALWA THANENIL",THANE,MAHARASHTRA,PPN
Kevalya Hospital,"Siddhi Apartment,,Near Vijay Garden, Ghodbunder 
Road,,Thane(W)Thane",Thane,MAHARASHTRA,PPN
Thunga Hospital Pvt Ltd,"MIRA BHAYANDER ROAD, MIRA ROAD EASTNIL",THANE,MAHARASHTRA,PPN
"Orbit Super Speciality Hospital And 
Accident Centre","WESTERN EXPRESS HIGHWAY,OPP AMAR PALACE HOTEL 
NEAR DAHISER CHEK NAKA MIRA ROADNIL",THANE,MAHARASHTRA,PPN
Dr Thakurs Shree Hospital,"1st & 2nd Floor, Sukh Laxmi Building, Ashram Road, Shree 
Nagar, Opposite Tata Fision, Shreenagar Waghale,Kamothe",THANE,MAHARASHTRA,PPN
Dhanvantari Hospital (Thane),"Radhagovind Park -C Bldg. Co-Op. Soc.Ltd. Uttan Road,Near 
Police Station,Bhayander WestBhayandar",THANE,MAHARASHTRA,PPN
"Vijay Vallabh Hospital And Medical 
Research Centre","43, Tirupati Nagar Phase -1,,Bolinj,,Palghar,Trirupati 
Nagar,Virar",THANE,MAHARASHTRA,PPN
"Vijayalaxmi Maternity, Surgical & General 
Hospital","A/101-104,Savita Appartment,near new kanchan 
school,nallasopara., Nallasopara (E)Nalasopara",THANE,MAHARASHTRA,PPN
Bethany Hospital (Thane),"Pokhran Road No. 2, ThaneThane",THANE,MAHARASHTRA,PPN
Sai Aashirwad Hospital,"101/104,A wing,Ratnadeep building,navghar 
road,Bhayander (E), Bhayanderbhayander",THANE,MAHARASHTRA,PPN
"Siddhivinayak Maternity And General 
Hospital","S-1, Second Floor, Vedant Complex,,Above Ntsarg 
Hotel,,Vartak Nagar,Thane",THANE,MAHARASHTRA,PPN
Rathod Hospital,"201&202, Motibhai Tower, Near Vaishali Cinemas, 
Bazarpeth. , ThaneBadlapur",THANE,MAHARASHTRA,PPN
Bijankur Hospital Pvt. Ltd,"Near Anand Park,Navare Nagar Road, 
Ambernath(E)Ambernath",THANE,MAHARASHTRA,PPN
Khadakpada Multispeciality Hospital,"Swami Prasad,1st Floor,Bldg.3,Shelar Park,Above More 
Mall,Khadakpada Circle,Kalyan (WEST)-421301 , 
ThaneKalyan",THANE,MAHARASHTRA,PPN
Nulife Hospital,"2,3 Balkrishna CHS, Opp Tilak Nagar P.O 
Dombivli(E)Dombivali",THANE,MAHARASHTRA,PPN
Dr Thakurs Vedant Hospital,"1st Floor, Panchratna Tower, Opp Cinemax, Khadakpada, 
Kalyan WestKalyan",THANE,MAHARASHTRA,PPN
"Aarogya Multispecialty Hospital And 
Trauma Centre","Herambha Heiaghts Ground Floor Old Mumbai Pune Road 
ThaneThane",THANE,MAHARASHTRA,PPN
Aarogyadhan Hospital,"Grd. Floor, Janki Tower,Rajdhani Apartment., Kisan Nagar 
No. 2,,Near Balsara Company, Wagle Estate,Kalwa",THANE,MAHARASHTRA,PPN
Aarogyam MultiSpeciality Hospital,"Renuka Building, Opp.Mangala High School,,Nr. Thane 
Railway Station,NIL",THANE,MAHARASHTRA,PPN
"Aarogyam Multi Speciality Hospital And 
Iccu","Sripat Smurti Building, 1st Floor,,Opp, Bank Of Baroda, Star 
Colony, Manpada Road,,Dombivali(E),NIL",THANE,MAHARASHTRA,PPN
Aayush Hospital(Thane),"Bldg No.E-2, 2nd & 3rd Flr, Radha Nagar Shopping 
Complex, Radha Nagar,,Opp. Radha Nagar Police Chowki, 
Khadakpada,,Kalyan (W)NIL",THANE,MAHARASHTRA,PPN
Alliance Hospital,"Near Atmavallabh Society,Tulinj,Nallasopara(E)NIL",THANE,MAHARASHTRA,PPN
"Am Pm 24 Hrs Hospital Multispeciality 
Trauma And Research Centre","2nd Floore,Om Suprem, Above Dominos,,Near Dmart, Opp. 
H.P. Petrol Pump,,Old Bail Bazar,Kalyan,",THANE,MAHARASHTRA,PPN
Anish Hospital(Thane),"3,4 Grd Floor,Piyush Co.Op.Hsg.Pandurang Wadi 1st 
Lane,Manpada Road Dombivali(E),Dombivali(E)NIL",THANE,MAHARASHTRA,PPN
Apex Hospital,"1st Floor, Janki Smruti Building,Ghanshyamgupte 
Road,Dombivli (E)",Thane,MAHARASHTRA,PPN
Apex Hospital(Kalyan),"Shivtirth Apartment, Grount Floor,,Parnaka,,Kalyan(West)",Thane,MAHARASHTRA,PPN
Arth Hospital,"1st Flr, Saishwar Darshan, Opp. Corporation Bank,,Nr. 
Achole Talaw, Achole Rd,,Nalasopara (E),",Thane,MAHARASHTRA,PPN
Asha Hospital,"1st Floor, Rajalaxmi Complex,,Thane -Bhiwandi Road, Opp 
Jai Mata Di Compund ,,Kalher,NIL",THANE,MAHARASHTRA,PPN
Ashirwad Hospital (Bhiwandi),"2nd Floor R. K. Business Centre,,Above Torrent Power 
Customer Care, Kalyan Naka,,Bhiwandi",Thane,MAHARASHTRA,NON PPN
Balaji Hospital Bhayandar,"Golden Nest, Phase V I,,Mira - Bhayander 
Road,,Bhayander(E)NIL",THANE,MAHARASHTRA,PPN
Balaji Hospital-Thane,"Sai Dham App,,1st Floor ,Nr Ideal School,NIL",THANE,MAHARASHTRA,PPN
Cardinal Gracias Memorial Hospital,"Banglinaka Sandor,P.O. Vasai,Opp. Lodha Woods,Vasai 
Road",Thane,MAHARASHTRA,PPN
"Criticare Superspeciality Hospital( Thane 
)","Between Hotel Royal Challange Ii And,Cadbury'S 
Limited,Eastern Express Highway,ThaneNIL",THANE,MAHARASHTRA,PPN
Crystal Hospitals Ltd (Dahisar),"Waman Rao, Sawant Marg,,Nr.Ramkrishna Hotel,,Maratha 
Colony Dahisar",Thane,MAHARASHTRA,PPN
Currae Gynaec Ivf Birthing Hospital,"Rosa Vista Bldg No.3 Opp Suraj Water Park,,Waghhill Naka 
Ghodbunder Road,,Thane(W)NIL",THANE,MAHARASHTRA,PPN
"Currae Speciality Hospital (A Unit Of 
Patni Healthcare Ltd)","Hisghstreet Cum Highland Corporate Cnter,,Ground 
Floor,Kapurbavdi Jumction,,Next To Big Bazar,NIL",THANE,MAHARASHTRA,PPN
Dr Godboles Heart Care Hospital,"M.G. Road , Naupada,,Opp Saraswati Marathi Medium 
School,NaupadaNIL",THANE,MAHARASHTRA,PPN
Dr Harne Hospital,"2nd Floor, Everest Shopping Centre,,Opp Rly 
Station,Dombivli (W)",Thane,MAHARASHTRA,PPN
Dr Uppals Ent Hospital,"2nd Floor, Mohan Heritage, Opp TMC, Almeida Road, Opp 
Panchpakhadi, Thane WNIL",THANE,MAHARASHTRA,PPN
Dr Bhanushali Hospital,"Kaushalya, Shivaji Path,,,Near Thane Railway Station",THANE,MAHARASHTRA,PPN
Dsouza Hospital,"Remedi, Dhowali,Near Church School,Vasai Road",Thane,MAHARASHTRA,PPN
"Gayatri Maternity And Ear Nose Throat 
Hospital","A - 4, Sector 4,,Shanti Nagar,Mira Road(E)NIL",THANE,MAHARASHTRA,PPN
Golden Park Hospital,"Behind Parvati Cinema, Sai Nagar,Navghar-Manickpur,Vasai 
Road(W)",Thane,MAHARASHTRA,PPN
Gurukrupa Hospital,"Poonam Arcade, 1st Floor, Sheetalka,,Sheetalgar,, 
Thane,Mira Road(E)",Thane,MAHARASHTRA,PPN
Gurukrupa Hospital And Polyclinic,"Savitri Apartment, B. P. Road, Saibaba Temple,,Bank Of 
Maharashtra,,Bhayander(E)NIL",THANE,MAHARASHTRA,PPN
Highland Super Speciality Hospital,"3rd Floor, Highland Park, Above Apollo Clinic,,Near D Mart, 
Kolshet Road, Dhokali,,Off. G. B. Road.(W)NIL",THANE,MAHARASHTRA,PPN
Highway Hospital,"First Floor,Dev Ashish,Marathon Square,E.E. Highway,Near 
Punjab Sind BankNIL",THANE,MAHARASHTRA,PPN
Holy Cross Hospital(Thane),"Karthik Road, Near Nutan Vidyalaya, Kalyan West,NIL",THANE,MAHARASHTRA,PPN
Horizon Hospital,"Malati Mohan Bunglow, M G Road,Opp Naupada Telephone 
Exchange,,Thane(W)NIL",THANE,MAHARASHTRA,PPN
Icon Multispeciality Hospital & ICU,"Gala No-5, Ground Floor, Jitendra Co-op Housing Society , 
near hariniwas Circle, Thane West -400602NIL",THANE,MAHARASHTRA,PPN
Jk Women Hospital,"1st 2nd Floor, Maitri Raghukul, Shahid Bhagart Singh 
Road,,Opp. Saraswati Bank, Dombivali East,,ThaneNIL",THANE,MAHARASHTRA,PPN
Jijai Women'S Hospital,"303, B-Wing, M. K. Plaza,,Anand Nagar, Near Hypercity 
Mall,,Ghodbunder Road,",Thane,MAHARASHTRA,PPN
Krishna Hospital (Vasai),"Prabhu Niwas, Meena Nagar, Ambadi Road, Vasai 
(w)Palghar,",THANE,MAHARASHTRA,PPN
Laxmi Hospital,"354, Shree Ganesh Complex, Above Tdc Bank,,Mumbai-
Nashik Expressway, Mankoli Naka Taluk,NIL",THANE,MAHARASHTRA,NON PPN
Life Care Hospital,"S-1,Vedant Shopping Complex,Above Icici Bank,,Kores 
Road,Vartak Nagar, Pokharan Road No:1,Vartak Nagar 
Circle.,Thane(W)NIL",THANE,MAHARASHTRA,PPN
Lifeline Multispeciality Hospital,"A/1 St Floor, Shiv Tower,,Opp. Tjsb Bank,,KhopatNIL",THANE,MAHARASHTRA,PPN
Lifecare Charitable Hospital (Nalasopara),"C-Wing,Martin Complex,,New Link Road,,Nallasopara(E)NIL",THANE,MAHARASHTRA,PPN
Lotuss Hospital,"B-4-5/ C-2, Dev Paradise,,Beveraly Park ,,Above Idbi Bank 
,NIL",THANE,MAHARASHTRA,PPN
Maa Vaishnavi Multispeciality Hospital,"Next To Kopari, Telephone Exchange,,Gurudwara Station 
Road,,Thane EastNIL",THANE,MAHARASHTRA,PPN
Metropol Multispeciality Hospital Llp,"202, 2nd Floor, Soham Plaza, (N.E.),Near, Near Manpada 
Signal, Tikujiniwadi Road,Off Ghodbunder Road, 
Manpada,,Thane (W)",Thane,MAHARASHTRA,PPN
Modi Hospital,"Opp. Tata Fasion,Wagle Estate, Shreenagar,,Thane(W)nil",THANE,MAHARASHTRA,PPN
"Neel Orthopedic Super Speciality Hospital 1st Floor, Sheetal Niketan Co-Op Housing Soc.,,Opp. Hum","Video, B.P. Road,,Bhaynder (E)NIL",THANE,MAHARASHTRA,PPN
"Neptune Superspeciality Hospital 
(Dombivali)","Jai Hanuman Plaza, Shankar Nagar,,Sonaar Pada, Kalyan 
Shill, Road,,Dombivali (E)NIL",THANE,MAHARASHTRA,PPN
New Sai Ganga Hospital,"101, Pandurang Krupa ,,Near Hanuman Temple 
,Navghar,,Bhayandar(E)NIL",THANE,MAHARASHTRA,PPN
Noble Hospital Dombivli,"1st Floor, Sant Sawata Mali, Bhaji Market,Opp. Pooja 
Madhuban Theatre Ursekarwadi,Dombivli EastNIL",THANE,MAHARASHTRA,PPN
Om Hospital(Vasai),"Shree Pant Nagri,,Opp Shani Mandir,,Palghar,NIL",THANE,MAHARASHTRA,PPN
Omkar Hospital & Icu (Thane),"Omsai Apartment, 1st Floor,,Balkum Pada No. 
2,,Balkum,Thane (W)NIL",THANE,MAHARASHTRA,PPN
Optilife Multispeciality Hospital,"Opp.Shivaji Udyog Nagar,,G. B. Patharli. Manpada 
Road,,Dombivali (E)NIL",THANE,MAHARASHTRA,PPN
Orange Hospital-Mira Road,"1 St Floor, B-Garden Plaza, Near Ideal Park,,Seven Square 
School Lane , Off Mira-Bhayander Road,,Mira Road (E)NIL",THANE,MAHARASHTRA,PPN
Orthonova Hospital(Thane),"201 To 205 Soham Plaza Soham Gardens,Chitalsar Manpada 
Junction G B Road,Thane(W)",Thane,MAHARASHTRA,PPN
"Oscar And Multispeciality Centre 
Hospital.","Near Manpada Signal,Tikujiniwadi 
Raod,,Opp,G.B.Raod,,Manpada,NIL",THANE,MAHARASHTRA,PPN
Ozone Multispeciality Hospital,"Gagan Supreme Building, Next To Vasai Fire Brigade,,Vasai - 
Virar Link Road,Vasai (E)NIL",THANE,MAHARASHTRA,PPN
Platinum Hospitals (Thane),"Sankalp Siddhi, Gokhiware Road,,Opp. Range Office,,Vasai 
(E)",Thane,MAHARASHTRA,PPN
Pragati Hospital And Icu,"Ground Floor, Rajshree Shahu Maharaj Complex,,Kamgar 
Hospital Road, Near R. S. M School,Rajiv Gandhi NagarNIL",THANE,MAHARASHTRA,PPN
"Rr Hospital Kagzi Hospital And Medical 
Research Center","Plot No. P-14, Midc, Phase- I, Milap Nagar,,,Dombivali(East)",Thane,MAHARASHTRA,PPN
Revival Bone And Joint Hospital,"Yojana, Off. Gokhale Road,,Near Malhar Cinema,",THANE,MAHARASHTRA,PPN
S S Hospital And Research Centre,"Pawanputra Enclave, Opp. Jain Temple,,Kalher 
Village,,BhiwandiNIL",THANE,MAHARASHTRA,PPN
Sai Criticare Hospital (Thane),"Opp Hp Petrol Pump Next To Mseb Office,Venus 
Chowk,,Ulhasnagar,Opposite Roshan Apartment ,Block C-1, 
Room No 2,",THANE,MAHARASHTRA,PPN
Sai Dham Hospital,"Shiv Sai Apt., Opp Shiv Mandir,,Patil Wadi, Mahtma Phule 
Nagar,,ThaneNIL",THANE,MAHARASHTRA,PPN
Sai Jyot Multispeciality Hospital.,"Suchit Squere,,1st Floor, Beside Chiranjeevi 
Hospital,,Dombivali (E)",Thane,MAHARASHTRA,PPN
Sai Vedant Multi Speciality Hospital,"B-101/102, Cabin Cross Road,,Near East West Public 
Bridge,,BhayanderNIL",THANE,MAHARASHTRA,NON PPN
Saibaba Hospital And Polyclinic,"1st Floor, Shiv Shradda Complex,,B.P.Road,Opp. Bhandary 
Bank,Bhayander(E)NIL",THANE,MAHARASHTRA,PPN
"Samartha Hospital (A Unit Of Sadafal 
Medical Centre Pvt Ltd)","Flat # 101, 104, Shop # 103, Ashadip Chs. Ltd.,,Silver Park 
, Mira-Bhayander Road,Mira Road (E)NIL",THANE,MAHARASHTRA,PPN
Sapphire Hospitals Pvt Ltd,"Kaveri Heights, Opp Old Mumbai- Pune 
Road,,Kharegaon,,Kalwa (West)",Thane,MAHARASHTRA,PPN
"Satya Sai Platinum Hospital (A Unit Of 
Platinum Hospital)","Gala No. G-1, Floor,Seva Niketan Hospital,,Near Aman 
Talkies,,Ulhasnagarnil",THANE,MAHARASHTRA,PPN
Seema Multispeciality Hospital,"Chawre Avenue, Nile More, Near Flyover,,Station Road, Opp 
Snehanjali Electronices,,Nalasopara (W)",Thane,MAHARASHTRA,PPN
Seven Eleven Hospital,"Opp. Seven Square Academy,,Ideal Park Road, Mira-
Bhayandar Road,Mira Road (East)",Thane,MAHARASHTRA,PPN
"Shah Life Line Hospital And Heart 
Institute Pvt Ltd","Geeta Nagar, Phase Vii, Mira Bhayandar Road,Near Flyover 
Bridge,,Mira Road (E)",Thane,MAHARASHTRA,PPN
Sham Bharati Multi Speciality Hospital,"Ist Floor , Poonam Shritu,,Above Pizza Hut ,Opp. 
S.K.Stone,NIL",THANE,MAHARASHTRA,PPN
"Shraddha General Hospital And Icu 
Centre","1st Floor, Vishal Marriage Hall Bldg, Hospital Road,,Nehru 
Chowk, Sector - 3, Opp. General Govt. Hospital,Ulhasnagar",Thane,MAHARASHTRA,PPN
Shree Mahaganpati Hospital(Thane),"Plot No. 75/76, Radha Nagar, Near Sai Baba Temple, 
Titwala ( East ),,Kalyan",Thane,MAHARASHTRA,PPN
"Shree Siddhivinayak Urology And 
Multispecialty Hospital","Unit No, 1 101/102, Parth Shivaji Path,,Main Gate , Opp 
Nehru Maidan ,,Dombivali (East)",Thane,MAHARASHTRA,PPN
"Siddhivinayak Multispeciality Hospitaland 
Cardic Care Center","Near Brahman Society,,Opp. Icic Bank, Murbad 
Road,,Kalyan ((W)NIL",THANE,MAHARASHTRA,PPN
Sparsh Childrens Hospital-Kalyan,"Ganesh Lehar Villa, 1 St Floor, Opp. Natraj Hotel,,Near 
Flyover, Katemanavli, Pune Link Road,,Kalyan EastNIL",THANE,MAHARASHTRA,PPN
"Sparsh Multispeciality Hospital And 
I.C.C.U","1st Floor, Sudama Arcade,Dr. R.P.Road, Tilak Nagar Post 
Office,,Dombivli(E)NIL",THANE,MAHARASHTRA,PPN
Surekha Criticare Hospital,"Near Ashok - Anil Cinema,,Near Jawahar Hotel,,Ulhasnagar 
3",Thane,MAHARASHTRA,PPN
Sushrut Hospital Nallasopara,"A/ 101 , Satyam Complex,,Station Road,Nallasopara(W)NIL",THANE,MAHARASHTRA,PPN
Varad Hospital And Icu,"Vaity Vila Janardhan Vaity Marg., Uthalsar Naka,",THANE,MAHARASHTRA,PPN
